Timesteps,Collisions,Steps Waited
2943,11,0
871,3,0
1352,3,0
5044,21,0
342,8,0
357,1,0
308,2,0
1463,10,0
294,4,0
891,8,0
7553,18,0
913,3,0
918,4,0
1938,8,0
2610,9,0
821,2,0
2741,14,0
1168,2,0
1839,10,0
299,3,0
1807,12,1
2509,4,0
422,7,0
848,2,0
2926,9,0
306,3,0
4986,28,0
544,4,0
5449,13,0
627,7,0
561,10,0
1092,6,0
1353,7,0
103,1,0
352,3,0
2549,8,0
1720,7,0
439,6,0
803,5,0
1104,5,0
2547,12,0
1058,6,0
482,2,0
1247,4,0
1360,10,0
1423,13,0
510,6,0
2061,8,0
355,4,0
485,4,0
2341,15,0
365,2,0
1591,10,0
898,6,0
1544,8,0
891,2,0
1876,10,0
2386,6,0
320,3,0
1945,7,0
2126,5,0
1404,7,0
2319,6,0
2925,12,0
525,11,0
1153,8,0
249,2,0
2306,7,0
500,4,0
966,7,0
4850,20,0
822,8,0
1290,10,0
604,8,0
500,3,0
106,0,0
639,11,0
709,5,0
1009,8,1
1424,7,0
1149,6,0
1469,8,0
927,2,0
671,4,0
1799,8,0
3936,19,0
1622,3,0
382,6,0
1759,7,0
476,6,0
1227,7,0
2102,19,0
5124,15,0
4481,15,0
1631,12,0
2715,15,0
696,10,0
948,10,0
1810,8,0
587,6,0
1224,13,0
344,2,0
2165,5,0
1558,6,0
1085,4,0
1578,3,0
3723,25,0
3696,7,0
809,3,0
4575,19,0
1640,7,0
245,5,0
2528,6,0
1728,7,0
681,0,0
1634,5,0
2589,7,0
545,4,0
310,1,0
1455,6,1
1424,13,0
4687,24,0
5572,21,0
789,3,0
979,5,0
1676,10,0
1607,8,0
526,2,0
505,7,0
771,8,0
570,2,0
2378,7,0
1712,18,0
4440,10,0
1653,10,0
4074,10,0
3581,11,0
1332,5,0
431,4,0
258,1,0
1721,5,0
2772,7,0
2860,7,0
393,4,0
4392,15,0
1227,5,0
832,7,0
2054,11,0
1214,3,0
4616,9,0
773,9,0
2676,7,0
1736,7,0
752,10,0
100,5,0
2038,9,0
3451,14,0
1934,6,0
2332,11,0
2084,10,0
412,1,0
267,3,0
3238,14,0
418,5,0
392,5,0
7145,23,0
1496,3,0
1771,6,0
2023,3,0
2106,9,0
1695,9,0
1184,8,0
3695,9,0
1299,10,0
939,10,1
2405,9,0
499,3,0
1080,7,0
224,1,0
119,1,0
1416,9,0
7770,28,0
1118,2,0
3233,12,0
342,7,0
1981,12,0
98,4,0
1013,3,0
504,0,0
3076,7,0
561,2,0
750,0,0
1869,10,0
372,5,0
1206,4,0
493,3,0
543,7,0
1482,5,0
3533,4,0
222,0,0
2870,12,0
196,0,0
8785,22,0
396,4,0
622,6,0
234,5,0
1620,7,0
173,4,0
2155,8,0
6469,12,0
393,2,0
527,5,0
2962,20,0
2730,13,0
5236,22,0
2333,15,0
1328,7,0
5677,13,0
2016,15,0
2675,18,0
515,2,0
3000,10,0
1725,8,0
2198,8,0
969,11,0
986,4,0
1067,5,0
2821,8,0
417,3,0
1701,9,0
1098,5,0
975,5,0
1009,2,0
1175,9,0
2442,13,0
1826,5,0
2083,20,0
834,9,0
1037,8,0
4812,18,0
1815,5,0
640,5,0
1643,9,0
3409,9,0
1148,10,0
2248,3,0
4295,7,0
290,5,0
3256,7,0
2734,8,0
3702,13,0
2047,7,0
1010,7,0
1592,7,0
754,8,0
3496,13,0
2039,11,0
4890,11,0
3863,19,0
2884,14,0
2535,18,0
1621,11,0
1608,14,0
2527,9,0
3454,9,0
2897,18,0
1467,7,0
669,9,0
2439,14,0
2051,6,0
3047,10,0
704,9,0
848,6,0
130,0,0
896,1,0
4778,10,0
715,3,0
5016,20,0
1569,11,0
601,5,0
929,9,0
365,2,0
312,2,0
1307,2,0
1492,1,0
1196,10,0
1258,9,0
491,8,0
4858,15,0
1326,8,0
1102,3,0
2964,10,0
811,1,0
2291,16,0
2233,12,0
2436,6,0
649,12,0
889,4,0
372,1,0
1070,5,0
597,3,0
1365,8,0
6019,32,0
786,5,0
358,4,0
2734,11,0
3375,9,0
649,3,0
217,3,0
1648,7,0
3994,13,1
1451,10,0
8914,23,0
1860,11,0
2328,11,0
280,3,0
1093,10,0
2144,13,0
2441,9,0
2596,15,0
1033,3,0
333,2,0
4649,17,0
5664,26,0
531,5,0
391,0,0
607,1,0
190,7,0
1185,11,0
2404,8,0
1116,7,0
217,5,0
1017,16,0
4359,18,0
1024,3,0
406,8,0
796,2,0
383,2,0
1335,10,0
1678,9,0
2074,2,0
1023,8,0
1349,11,0
2986,12,0
1677,10,0
3396,17,0
501,3,0
2648,8,0
2631,15,0
4709,8,0
896,1,0
477,3,0
1895,7,0
2319,7,0
2770,7,0
1593,4,0
2207,7,0
3958,12,0
775,2,0
7040,26,0
3078,5,0
451,0,0
2686,12,0
3150,14,0
664,7,0
555,4,0
507,4,0
2240,9,0
2547,8,0
1121,4,0
346,3,0
1180,12,0
3784,15,0
2023,5,0
1989,9,0
1438,17,0
2002,8,0
3209,12,0
1619,5,0
874,2,0
364,5,0
2050,8,0
411,2,0
2025,4,1
2151,11,0
709,3,0
265,1,0
1298,10,0
2578,11,0
1252,14,0
1623,10,0
1567,13,0
813,6,0
1068,18,0
3333,14,0
5782,15,0
931,8,0
2583,7,0
2532,13,0
2162,7,0
2835,5,0
2320,9,0
1446,8,0
469,7,0
1095,7,0
2201,9,0
2265,19,0
315,3,0
235,1,0
2304,11,0
1192,7,0
215,1,0
694,6,0
1087,3,0
4273,12,0
1914,6,0
1243,4,0
545,8,0
1244,17,0
681,8,0
1069,3,0
1354,10,0
3472,7,0
3944,18,0
750,3,0
2133,6,0
4221,18,0
7322,23,0
941,6,0
3526,15,0
4026,15,0
793,6,0
1481,3,0
1646,3,0
2855,12,0
1350,4,0
906,5,0
1372,14,0
2399,13,0
560,7,0
1096,7,0
154,3,0
3007,17,0
2973,10,0
10073,32,0
1365,6,0
1384,5,0
319,1,0
4067,14,0
2431,4,0
4342,15,0
3403,13,0
887,6,0
345,2,0
1622,1,0
1401,11,0
4828,17,0
802,7,0
1996,3,0
832,12,0
992,4,0
619,8,0
772,3,0
1108,7,0
1599,6,0
3654,8,0
521,2,0
1353,8,0
2168,3,0
420,10,0
855,5,0
1602,6,0
1577,8,0
134,1,0
2945,11,0
733,11,0
1951,6,0
2803,11,0
3445,22,0
4322,6,0
3000,8,0
1830,13,0
1186,12,0
2428,8,0
1226,2,0
279,2,0
977,9,0
3365,11,0
6311,17,0
1423,7,0
1606,6,0
1338,7,0
615,6,0
3691,14,0
3872,11,0
1294,7,0
3929,11,0
1173,1,0
4334,19,0
1476,11,0
1036,7,0
2678,10,0
3405,8,0
510,6,0
527,8,0
2180,8,0
1146,14,0
795,12,0
1279,7,0
588,9,0
910,5,0
2624,8,0
1943,6,0
308,6,0
1930,4,0
2120,8,0
166,2,0
727,5,0
2858,7,0
1399,7,0
328,5,0
911,4,0
2067,12,0
2013,12,0
1759,3,0
1457,3,0
405,4,0
3813,15,0
1294,9,0
713,2,0
1185,13,0
1194,10,0
1528,6,0
1405,6,0
2185,4,0
2994,20,0
1981,8,0
1632,10,0
1121,6,0
437,2,0
1089,5,0
4734,17,0
1722,15,0
562,6,0
3628,10,0
220,2,0
1107,7,0
1882,6,0
999,3,0
521,6,0
1378,4,0
1437,11,0
390,3,0
625,0,0
1461,9,0
1254,10,0
729,7,0
1790,3,0
1227,8,0
983,4,0
2514,7,0
1553,8,0
395,7,0
6252,15,0
2440,8,0
2243,7,0
2133,8,0
3354,17,0
1996,8,0
369,2,0
3107,9,0
246,6,0
7131,18,0
605,5,0
2711,6,0
877,5,0
7699,27,0
2010,12,0
4865,21,0
101,5,0
3505,9,0
1232,4,0
522,3,0
3197,13,0
3067,15,0
3247,14,0
829,6,0
1243,3,0
2454,8,0
1070,10,0
842,6,0
2319,12,0
1086,4,0
2200,13,0
1052,7,0
1732,9,0
2098,4,0
4935,14,0
656,0,0
431,3,0
2067,17,0
712,3,0
2250,10,0
635,1,0
1467,5,0
2025,15,0
3456,17,0
1060,8,0
988,3,0
1804,7,0
2346,9,0
1065,8,0
586,8,0
581,3,0
603,3,0
4495,17,0
2764,15,0
580,5,0
370,7,0
5396,16,0
370,2,0
643,2,0
372,5,0
1906,13,0
97,4,0
2088,13,0
476,8,0
996,6,0
548,9,0
1046,11,1
114,1,0
3819,19,0
297,5,0
3687,19,0
2506,3,0
1320,14,0
287,4,0
2185,18,0
2523,8,0
2040,13,0
600,2,0
1031,6,0
2897,11,0
1744,9,0
662,7,0
753,2,0
1177,11,0
1916,9,0
1912,7,0
3499,20,0
3352,19,0
1003,9,0
4236,16,0
577,9,0
4682,17,0
1314,2,0
241,4,0
161,2,0
1094,6,0
1432,0,0
899,5,0
329,0,0
603,7,0
1405,11,0
2920,14,0
1973,5,0
2163,3,0
700,1,0
376,4,0
298,2,0
1943,5,0
2908,8,0
2750,11,0
1997,3,0
343,3,0
814,4,0
911,5,0
1082,5,0
1942,15,0
517,6,0
2571,11,0
1929,9,0
1871,6,0
175,1,0
461,2,0
972,9,0
349,4,0
488,3,0
2169,9,0
257,6,0
2533,14,0
1636,7,0
3948,14,0
2651,14,0
1054,7,0
292,6,0
1663,7,0
884,3,0
1235,6,0
1512,14,0
1554,9,0
1874,17,0
411,9,0
1836,6,0
3049,3,0
676,10,0
3134,11,0
2844,12,0
1159,9,0
2248,13,0
3184,13,0
2621,10,0
1190,10,0
154,2,0
862,4,0
2704,7,0
2358,20,0
1188,3,0
3359,22,0
1875,4,0
452,3,0
593,2,0
1065,3,0
1341,6,0
771,3,0
1887,3,0
289,10,0
1601,6,0
1827,6,0
2251,8,0
2446,19,0
1769,16,0
330,2,0
2521,9,0
1637,9,0
1832,12,0
2591,18,0
565,3,0
2199,8,0
375,12,0
676,11,0
1800,5,0
2520,12,0
2862,5,0
414,2,0
1733,3,0
664,5,0
583,8,0
1262,9,0
456,11,0
174,2,0
1916,6,0
2878,16,0
325,2,0
2570,1,0
2010,1,0
1922,4,0
1458,6,0
1809,13,0
3326,11,0
1365,3,0
5825,18,0
1127,8,0
843,10,0
582,8,0
226,0,0
8496,26,0
4335,12,0
4347,20,0
5294,16,0
2158,12,0
3844,17,0
3636,8,0
1437,9,0
2181,18,0
1612,4,0
374,2,0
2163,13,0
301,2,0
2470,17,0
2402,7,0
2475,5,0
432,6,0
807,6,0
4444,22,0
305,8,0
4062,12,0
2019,11,0
1283,9,0
415,6,0
2219,14,0
1376,3,0
1441,8,0
201,6,0
1439,3,0
580,7,0
136,2,0
505,6,0
2559,11,0
850,16,0
996,5,0
