Timesteps,Collisions,Steps Waited
646,7,0
1596,11,0
988,5,0
1450,9,0
2298,12,0
914,8,0
4295,30,0
8394,22,0
4460,18,0
1056,13,1
181,2,0
1289,7,0
1168,10,0
110,4,0
1287,10,1
3986,16,1
676,5,0
1739,13,0
1146,6,0
806,11,0
2529,4,1
12616,39,0
2456,16,0
1220,7,0
301,8,1
1524,9,0
4022,26,0
1580,8,0
1012,4,0
378,5,0
976,11,1
1134,8,0
1670,1,0
2077,15,0
367,8,0
836,3,0
473,15,0
3087,21,0
755,7,1
1471,4,0
2242,5,0
1076,6,0
1771,12,0
2954,12,0
2322,11,0
1478,11,0
1182,14,0
300,8,0
798,12,0
1830,3,0
2191,6,0
3139,11,1
372,14,0
1003,7,0
429,5,0
2113,15,0
275,8,0
574,6,0
1662,6,0
227,5,1
831,9,0
818,6,0
2113,8,0
283,9,0
1033,7,0
978,8,0
1147,12,1
233,6,0
633,8,0
5564,25,0
7408,23,0
674,6,0
1032,6,1
1998,12,0
1211,7,1
1657,10,0
370,11,0
3330,17,1
1635,12,0
314,6,1
3326,20,0
957,7,1
523,4,1
5510,12,0
863,8,0
1007,3,1
299,4,1
621,5,0
1027,6,0
922,8,0
804,8,0
2563,12,0
1276,14,1
142,4,0
1030,7,0
1318,10,0
2941,4,0
1913,14,0
3541,17,0
334,2,1
1035,5,0
569,6,0
189,3,0
676,3,0
739,3,1
2593,8,0
1927,14,1
2197,18,1
1173,15,0
4568,12,0
1072,12,1
559,11,1
1091,8,1
4295,20,0
428,9,0
525,2,0
3297,21,1
335,7,1
1433,7,0
1559,14,1
1948,13,1
2575,13,0
3781,20,0
3908,14,0
1159,6,0
248,6,0
814,8,0
1095,10,0
1710,10,0
1380,7,0
2760,23,1
479,8,0
3014,17,1
1756,7,0
1319,14,0
1011,6,0
1921,11,0
306,6,0
3336,18,1
1182,10,0
669,5,0
4951,24,0
1725,11,1
694,7,0
1937,13,0
1101,13,0
171,1,0
4023,10,0
746,13,1
3255,20,0
925,7,0
725,9,0
3969,18,1
