Timesteps,Collisions,Steps Waited
7954,29,0
758,5,0
4464,22,0
4024,11,0
2264,12,0
1611,10,0
3102,6,0
1197,4,0
1441,12,0
207,1,0
649,9,0
2526,6,0
1134,8,0
2579,12,0
218,9,0
642,3,0
2145,10,0
747,7,0
2942,9,0
1838,9,0
1350,10,0
1025,5,0
1368,6,0
644,8,0
1376,7,0
497,4,0
2508,13,0
2404,15,0
2209,9,0
2585,12,0
1417,5,0
1324,5,0
1229,8,0
697,9,0
1012,7,0
200,3,0
1466,12,0
1356,6,0
383,2,0
2760,12,0
995,9,0
2335,10,0
2202,7,0
1050,5,0
1071,6,0
206,3,0
1549,11,0
357,2,0
1561,6,0
2751,15,0
542,7,1
217,2,0
2893,9,0
5367,5,0
3099,9,0
1375,11,1
276,8,0
2748,13,0
163,3,0
609,8,0
2197,13,0
1689,7,0
1388,2,0
1150,10,0
841,4,0
1833,7,0
427,4,0
1278,2,0
1437,11,0
947,10,0
1363,6,0
3246,13,0
1008,2,0
698,5,0
1508,10,0
5148,17,0
2027,5,0
304,5,0
5308,10,1
4941,14,0
1743,12,0
1483,5,0
550,2,0
4245,12,0
891,5,0
2274,9,0
2399,13,0
1229,9,0
795,11,0
805,10,1
2056,11,0
284,5,1
4832,21,0
80,2,0
701,4,0
2689,14,0
2396,6,0
1197,1,0
2850,13,0
240,3,0
1140,9,1
4754,14,0
1330,12,0
1536,10,0
1650,7,0
5240,19,0
2982,12,0
777,6,0
2179,7,0
1191,11,0
8143,21,0
186,1,0
2046,12,0
1486,7,0
504,2,0
1527,9,1
2370,9,0
1760,6,1
7103,30,0
797,3,0
1539,7,0
1172,5,0
826,4,0
3502,6,0
1064,2,0
2423,19,0
1114,6,0
1314,11,0
140,1,0
5235,13,0
1188,8,0
1618,9,0
1893,8,0
319,2,0
1458,11,0
1799,14,0
1313,2,0
1291,7,0
3322,11,0
1484,8,0
578,1,0
1141,4,0
808,6,0
1738,8,0
570,4,0
2179,8,0
437,2,0
1191,10,0
3457,9,0
1389,9,0
1273,6,0
1893,8,0
3524,10,0
2492,7,0
1037,2,0
1451,6,0
456,4,0
1252,7,0
1173,6,0
2027,12,0
1157,2,0
1787,15,0
581,6,0
2567,9,0
1141,7,1
1375,2,0
2226,20,0
575,6,0
673,8,0
5834,11,0
2493,11,0
2238,15,0
1009,2,0
5666,25,0
1774,13,0
2059,20,0
736,9,0
1340,3,0
325,3,0
1444,8,0
207,4,0
5105,14,0
4310,21,0
246,5,0
573,5,0
2357,15,0
2179,9,0
2684,11,0
1324,15,0
5148,10,0
706,7,0
2789,13,0
2776,10,0
345,5,0
6028,33,0
2422,18,0
1251,3,0
2319,8,0
424,1,0
2330,3,0
192,7,0
1066,2,0
1588,2,0
2699,16,0
889,6,0
6407,23,0
2081,6,0
416,2,0
4345,12,0
1058,7,0
112,2,0
1145,6,0
461,2,0
1364,10,0
3251,9,0
431,7,0
302,1,0
549,3,0
1859,13,0
259,2,0
3286,14,0
1647,3,0
1193,21,0
1589,2,0
307,4,0
456,6,0
2746,8,0
4191,13,0
1514,14,0
456,1,0
546,4,0
1215,13,0
5129,13,0
