Timesteps,Collisions,Steps Waited
1328,8,0
3970,12,0
339,10,0
1320,12,0
1858,12,0
5707,20,0
966,14,0
1184,13,0
939,1,0
4093,10,0
1941,4,0
2089,12,0
2122,9,0
4094,16,0
269,4,1
1688,12,0
1163,5,0
241,3,0
545,6,0
3022,9,0
2109,10,0
816,10,0
2281,7,0
4153,8,0
259,9,0
2373,9,0
971,6,0
1310,11,0
1956,20,0
275,4,0
7238,11,0
1077,10,0
2115,7,1
2664,6,0
353,5,0
2550,12,0
7832,20,0
427,1,0
1407,3,0
678,2,0
9378,27,0
1516,7,0
1098,10,0
6087,27,0
1498,6,0
388,7,0
1502,14,0
1001,12,0
1516,13,0
4063,9,0
2704,11,0
864,7,0
3071,13,0
4822,16,0
1333,6,0
380,4,0
788,15,0
772,3,0
332,2,0
1177,12,0
3019,7,0
2579,7,0
1837,10,0
989,8,0
1026,3,0
1292,6,0
2228,12,0
594,3,0
2483,11,0
2502,8,0
679,5,0
2670,19,0
534,5,0
2909,9,0
1276,8,0
1438,13,0
2595,9,0
400,2,0
3468,8,0
1149,5,0
1952,11,0
3048,7,0
1144,15,0
1374,7,0
467,6,0
824,9,0
781,6,0
1576,11,0
553,15,0
1025,2,0
805,5,0
957,9,0
2249,7,0
5922,12,0
6627,21,0
4114,11,0
4382,16,0
2423,13,0
145,2,0
659,5,0
1118,6,0
5393,25,0
494,3,0
1026,5,0
1060,10,0
1109,5,0
550,13,0
209,4,0
311,8,0
1103,8,0
281,6,0
3409,8,0
1511,14,0
2190,13,0
726,5,0
1755,12,0
983,3,0
1192,6,0
5579,21,0
1228,2,0
726,7,0
2942,18,0
1213,11,0
523,1,0
2152,10,0
5581,22,0
807,8,0
2531,13,0
842,15,0
3775,19,0
1036,7,0
665,5,0
416,4,0
3474,15,0
2170,10,1
672,10,0
420,2,0
5370,20,1
985,7,0
839,12,0
5935,16,0
1170,8,0
4664,23,0
1845,4,0
376,10,0
3095,12,0
400,2,0
3832,7,0
1300,16,0
3421,8,0
810,6,0
4060,14,0
2459,8,0
1490,11,0
1944,12,0
1517,9,0
900,7,0
6317,16,0
1995,19,0
2433,10,0
655,0,0
1858,10,0
3740,15,0
763,7,0
659,8,1
3676,11,0
1934,7,0
5450,17,0
911,4,0
1116,4,0
1231,6,0
97,1,0
2433,4,0
2144,4,0
1738,14,0
1753,6,0
5476,15,0
1173,10,0
1035,8,0
1489,11,0
710,6,0
977,7,0
3848,17,0
3165,12,0
1882,9,0
5382,23,0
2908,8,0
1382,8,0
1415,10,0
298,9,0
2959,15,0
2600,9,0
524,9,0
729,8,0
575,1,0
612,3,0
3457,8,0
564,1,0
262,5,0
609,4,0
277,7,0
854,14,0
482,4,0
1451,6,0
3437,8,0
1650,4,0
1369,10,0
491,2,0
4483,21,0
2999,9,0
276,7,0
1977,7,0
455,1,0
5197,14,0
1044,6,0
3460,17,0
1007,9,1
1736,7,0
906,5,0
407,3,0
1608,8,0
2478,6,0
659,10,0
1964,3,0
162,4,0
1211,9,0
988,5,0
1017,5,0
2268,16,0
576,7,0
902,6,0
1603,8,0
1208,8,0
2341,10,0
1208,14,0
189,6,0
6382,29,0
2015,9,0
175,1,0
602,7,0
1177,7,0
545,10,0
736,4,0
376,5,0
500,4,0
3735,10,0
370,2,0
445,6,0
157,8,0
1046,14,0
517,6,0
499,4,0
1940,20,0
1701,10,0
886,12,0
1253,8,0
895,6,0
432,8,0
801,4,0
297,2,0
3637,12,0
1568,8,0
1602,9,0
923,16,0
437,3,0
1237,11,0
480,4,0
1235,10,0
5393,32,0
3687,10,0
1127,7,0
1228,7,0
2854,14,0
3819,25,0
7784,23,0
404,4,0
1513,8,0
395,11,0
359,6,0
4992,23,0
1737,6,0
1498,14,0
2531,16,0
992,5,0
3111,17,0
1941,9,0
293,3,0
2454,12,0
509,6,0
1101,11,0
2215,12,0
407,11,0
713,4,0
808,5,0
2019,2,0
1150,11,0
842,2,0
3768,18,1
1032,2,0
519,7,0
956,0,0
2045,17,0
224,0,0
1108,4,0
5940,24,0
3720,12,0
610,9,0
3769,22,0
572,4,0
1540,8,0
347,4,0
1296,10,0
1934,4,0
1229,7,0
1934,8,0
3371,6,0
1827,12,0
2009,19,0
1517,7,0
3564,3,0
4081,21,0
897,7,0
2343,11,0
1764,8,0
2651,7,0
877,15,0
1405,8,0
3543,6,0
2122,9,0
1445,4,0
2448,10,0
757,10,0
1761,16,0
4504,14,0
958,15,0
403,7,0
564,11,0
2506,22,0
138,3,0
6877,20,0
4065,12,0
1977,3,0
438,2,0
1890,9,0
885,5,0
937,15,0
432,7,0
1407,7,0
867,5,0
581,12,0
1122,3,0
620,8,0
373,11,0
756,13,0
979,7,0
1309,6,0
333,0,0
566,8,0
426,4,0
346,8,0
1392,6,0
297,6,0
305,3,0
782,8,0
1345,11,0
2239,11,0
762,3,0
2172,10,0
1968,12,0
3323,20,0
1282,5,0
1665,7,0
570,6,0
2801,14,0
1918,4,0
1525,8,0
597,4,0
3816,11,0
2162,9,0
742,3,0
4287,12,0
1663,11,0
585,5,0
2827,9,0
1808,3,0
1896,6,0
305,4,0
775,6,0
515,4,0
2657,20,0
2189,10,0
615,1,0
1198,5,0
959,11,0
627,1,0
516,5,0
1672,3,0
2689,10,0
1076,6,0
3795,25,0
577,6,0
5999,18,0
1129,9,0
8389,27,0
548,5,0
306,8,0
2142,23,0
221,3,0
432,2,0
1146,1,0
375,3,0
2553,22,0
1230,8,0
4762,19,0
4391,12,0
1195,2,0
1367,10,0
2186,7,0
1668,16,0
700,6,1
2529,15,0
404,5,0
5179,17,0
1039,7,0
368,5,0
337,4,0
305,4,0
677,7,0
2741,10,0
992,4,0
999,3,0
471,5,0
747,0,0
6775,32,0
1576,11,0
498,4,0
1446,5,0
666,8,0
1055,10,0
1539,5,0
587,6,0
456,7,0
3781,12,0
1092,8,0
311,7,0
681,6,0
1294,6,0
443,4,0
541,5,0
666,1,0
3063,16,0
4655,15,0
280,5,0
1883,5,0
950,13,0
926,6,0
915,3,0
1289,8,0
611,4,0
547,3,0
1821,7,0
1764,10,0
541,7,0
1562,9,0
886,6,0
1489,6,0
556,5,0
3669,15,0
576,10,0
1119,15,0
649,10,0
3077,10,0
1498,11,0
1820,10,0
760,8,0
651,1,0
328,6,0
584,5,0
664,3,0
1683,6,0
924,8,0
200,4,0
3995,21,0
406,2,0
2076,23,0
896,8,0
1536,4,1
2284,11,0
2221,9,0
3121,17,0
1717,6,0
2249,9,0
1032,7,0
1981,7,0
1994,9,0
4132,14,0
265,3,0
1057,6,0
1028,5,0
1011,6,0
1038,10,0
485,14,0
1436,9,0
1237,2,0
1089,5,0
2433,24,0
3259,12,0
3099,8,0
9710,30,0
742,7,0
2910,14,0
220,2,0
735,7,0
362,3,0
908,8,0
4498,15,0
2270,11,0
366,2,0
2412,9,0
2022,14,0
1058,10,0
1460,7,0
765,13,0
2607,8,0
1600,6,0
1145,10,0
1916,8,0
206,9,0
648,4,0
674,7,0
1412,4,0
1095,9,0
1341,4,0
2771,16,0
1141,4,0
3147,16,0
1129,8,0
5336,16,0
880,9,0
794,7,0
1217,13,0
1100,10,0
1155,5,0
297,3,0
3689,12,0
457,1,0
1496,12,0
522,7,0
4641,15,0
697,1,0
495,3,0
1265,8,0
1173,11,0
385,9,0
4633,23,0
994,2,0
687,3,0
3352,9,0
2925,14,0
1036,4,0
1246,4,0
1080,10,0
1242,9,0
1181,5,0
1037,7,0
3701,14,0
2472,11,0
1228,12,0
934,2,0
2092,11,0
275,1,0
1382,7,0
1672,6,0
2461,17,0
1893,10,0
2433,11,0
2001,3,0
2861,13,0
995,2,0
1245,3,0
992,13,0
2754,12,0
436,3,0
391,7,0
3593,7,0
1074,6,0
537,3,0
1809,11,0
1003,1,0
2012,11,0
1253,10,0
810,11,0
2622,18,0
948,6,0
3069,10,0
1327,6,0
2985,5,0
1612,12,0
6726,28,0
742,3,0
378,4,0
3428,16,0
1114,7,0
1909,9,0
445,7,0
1004,5,0
1028,9,0
785,6,0
564,4,0
323,4,0
670,6,0
282,3,0
753,8,0
1265,13,0
3820,16,0
789,6,0
2016,8,0
677,3,0
3529,8,0
1047,13,0
389,8,0
181,3,0
915,4,0
1722,8,0
3218,11,0
542,4,0
2528,12,0
2449,14,0
1956,4,0
296,3,0
2194,14,0
1662,10,0
3694,17,0
1918,5,0
1598,10,1
1250,7,0
3225,12,0
2656,5,0
355,4,0
1515,16,0
501,6,0
365,8,0
937,9,0
421,4,0
2160,9,0
4117,19,0
491,3,0
5026,16,0
6107,12,0
1548,8,0
339,5,0
1262,3,1
6555,22,0
375,9,0
791,8,0
262,3,0
2625,11,0
1486,10,0
2363,19,0
1235,5,0
923,10,0
598,7,0
2537,17,0
443,9,0
2546,13,0
569,3,0
1037,8,0
374,1,0
775,9,0
126,7,0
1379,11,0
3035,5,0
1811,7,0
298,2,0
174,7,0
1221,13,0
3845,14,0
768,6,0
2052,22,0
1084,11,0
2549,11,0
959,1,0
1012,8,0
1904,15,0
4769,24,0
4855,12,0
617,7,0
809,6,0
4825,14,0
1450,5,0
721,6,0
636,6,0
642,9,0
12578,34,0
2722,9,0
3813,18,0
975,12,0
1635,6,0
802,3,0
1103,4,0
3576,7,0
1262,9,0
330,6,0
2542,17,0
227,5,0
940,8,0
362,5,0
6635,12,0
2822,15,0
2029,4,0
1567,5,0
3566,15,0
883,9,0
1361,5,0
888,8,0
1834,3,0
2492,11,0
1072,9,0
806,9,0
2055,7,0
2932,14,0
289,2,0
4732,10,0
5570,17,0
747,11,0
1489,11,0
456,5,0
630,4,0
701,7,0
1194,4,0
2340,15,0
1333,10,0
1441,6,0
8209,23,0
1550,12,0
1359,10,0
3059,20,0
1295,8,0
1066,5,0
2187,20,0
469,10,0
2389,12,0
2373,10,0
3599,14,0
3676,15,0
1379,0,0
561,3,0
2475,3,0
1267,16,0
702,6,0
1200,6,0
686,3,0
1613,7,0
1146,7,0
279,3,0
1344,8,0
604,7,0
2719,14,0
1375,10,0
772,11,0
1650,8,0
191,3,0
1646,10,0
1603,8,0
4222,13,0
2055,14,0
2131,10,0
3735,23,0
3391,18,0
3470,12,0
807,9,0
813,14,0
858,10,0
1992,14,0
2000,8,0
1386,14,0
1210,8,0
334,4,0
699,5,0
870,11,0
4851,14,0
804,5,0
3126,17,0
3161,11,0
933,7,0
423,5,0
1321,10,0
1579,10,0
2362,11,0
871,4,0
2344,8,0
2977,15,0
6642,20,0
709,8,0
1269,8,0
614,7,0
3040,10,0
1874,10,0
931,16,0
1305,13,0
840,8,0
2893,11,0
181,6,0
1066,10,0
2169,8,0
1116,6,0
2725,8,0
740,10,0
710,8,0
2166,9,0
935,10,0
856,6,0
4056,19,0
760,9,0
436,11,0
2573,11,0
661,8,0
728,3,0
1289,6,0
1779,11,0
2392,5,0
1530,12,0
4211,20,0
224,6,0
341,9,0
386,7,0
1959,17,0
7717,28,0
527,10,0
2953,9,0
4215,14,0
2817,13,0
1341,7,0
1599,8,0
3113,12,0
973,13,0
1006,6,0
562,5,0
828,14,0
460,2,0
3309,19,0
2134,14,0
194,1,0
830,5,0
1370,12,0
476,4,0
2959,22,0
2743,19,0
1204,2,0
960,15,0
1085,6,0
1753,7,0
1965,22,0
1122,8,0
524,4,0
609,7,0
1804,9,0
2082,10,0
501,8,0
1113,6,0
2088,13,0
9769,27,0
1114,3,0
1567,6,0
426,7,0
1736,17,0
385,2,0
398,6,0
2244,12,0
1051,8,0
609,8,0
399,1,0
285,4,0
1365,9,0
1450,6,0
446,5,0
10535,24,0
3990,18,0
2975,19,0
3334,11,0
268,4,0
3240,10,0
3058,7,0
707,5,0
871,7,0
852,7,0
1140,11,0
4453,19,0
1764,8,0
1610,8,0
2949,16,0
733,7,0
717,9,0
1502,5,0
899,11,0
1406,2,0
6691,26,0
3355,10,0
705,3,0
3232,12,0
5800,19,0
634,10,0
3157,13,0
3283,10,0
