Timesteps,Collisions,Steps Waited
842,17,17
1258,9,9
3392,20,20
956,16,16
1102,7,7
2723,19,19
1413,9,9
3487,25,25
2854,18,18
494,13,13
3513,26,26
3015,17,17
1452,24,24
1044,10,10
1994,10,10
4347,18,18
2199,16,16
686,18,18
2399,6,6
421,23,23
1130,9,9
3013,23,23
3936,14,14
1908,21,21
4734,16,16
741,16,16
627,17,17
1410,10,10
3105,10,10
607,10,10
1493,10,10
707,26,26
7095,31,31
1340,9,9
848,4,4
245,12,12
2296,15,15
702,7,7
2990,18,18
3421,27,27
420,25,25
858,5,5
1016,13,13
3785,24,24
851,19,19
379,12,12
1905,15,15
1196,27,27
590,11,11
5650,23,23
803,18,18
3845,31,31
834,8,8
306,10,10
936,11,11
284,2,2
1014,8,8
3145,15,15
2376,19,19
599,10,10
3380,14,14
3586,33,33
1494,10,10
3404,17,17
464,8,8
4065,23,23
2827,23,23
3541,10,10
2090,14,14
1449,22,22
203,22,22
1154,17,17
371,10,10
2185,19,19
6565,27,27
3037,16,16
643,6,6
463,12,12
820,13,13
1220,18,18
1687,23,23
1566,8,8
2331,13,13
2163,11,11
2549,12,12
1067,22,22
5279,19,19
1708,13,13
502,9,9
2222,8,8
1817,21,21
4877,31,31
342,7,7
282,6,6
594,14,14
740,9,9
1420,13,13
1416,10,10
977,9,9
2128,11,11
1132,10,10
689,12,12
1350,24,24
682,8,8
911,19,19
738,15,15
2187,14,14
580,6,6
1323,25,25
698,14,14
1453,14,14
1721,18,18
548,11,11
724,11,11
2503,24,24
1718,6,6
2405,23,23
4622,28,28
2000,10,10
481,9,9
934,25,25
5564,28,28
1397,11,11
212,6,6
594,14,14
1396,14,14
1125,13,13
511,12,12
1641,9,9
159,9,9
1405,14,14
4937,26,26
2859,21,21
479,14,14
4287,16,16
4151,23,23
2115,19,19
1152,21,21
1684,16,16
1832,15,15
3196,32,32
1446,11,11
1395,24,24
373,16,16
3789,18,18
1200,18,18
891,26,26
933,10,10
2174,14,14
818,8,8
1341,10,10
1922,16,16
909,10,10
534,23,23
1373,4,4
819,21,21
342,5,5
1988,19,19
5225,30,30
4811,34,34
1388,17,17
509,6,6
4932,29,29
401,15,15
426,10,10
365,10,10
1894,19,19
902,32,32
1491,7,7
901,21,21
2871,22,22
8325,24,24
4431,29,29
3087,17,17
641,10,10
982,12,12
6872,35,35
888,21,21
2554,32,32
617,14,14
669,12,12
8354,22,22
192,4,4
2193,22,22
2373,20,20
322,11,11
859,12,12
884,11,11
309,3,3
1215,13,13
8367,31,31
1880,13,13
2152,31,31
1007,11,11
493,15,15
3944,26,26
348,10,10
1785,10,10
914,13,13
445,16,16
1407,16,16
1706,15,15
1412,18,18
1477,5,5
2443,18,18
1518,21,21
2163,8,8
2943,12,12
1126,9,9
421,2,2
1556,13,13
5829,27,27
2477,16,16
1384,12,12
4329,18,18
2249,21,21
831,23,23
2314,9,9
4527,20,20
324,9,9
1583,18,18
1326,17,17
753,6,6
3813,25,25
128,5,5
2090,12,12
1092,8,8
1682,16,16
1981,20,20
323,8,8
718,8,8
579,11,11
2464,9,9
1354,15,15
500,5,5
559,17,17
2235,17,17
1972,12,12
4425,16,16
1806,10,10
1341,19,19
874,11,11
2799,17,17
1568,9,9
2662,14,14
1325,29,29
1852,10,10
1808,13,13
1627,17,17
994,12,12
3303,19,19
655,10,10
1164,16,16
394,14,14
367,8,8
791,9,9
847,10,10
1743,14,14
944,8,8
939,13,13
5808,29,29
1271,18,18
3989,18,18
4115,19,19
2951,17,17
409,8,8
998,15,15
515,8,8
1114,11,11
2656,8,8
1755,15,15
5142,27,27
1342,11,11
157,12,12
2302,9,9
1067,24,24
275,13,13
152,8,8
252,6,6
4218,21,21
340,8,8
489,6,6
967,12,12
1061,4,4
798,7,7
969,8,8
918,10,10
2886,30,30
273,15,15
2226,26,26
662,4,4
627,16,16
491,9,9
1564,21,21
564,5,5
457,13,13
337,5,5
7543,31,31
1112,13,13
3774,12,12
1628,13,13
142,10,10
3133,19,19
923,12,12
2168,23,23
771,11,11
2287,21,21
2226,15,15
812,24,24
1843,17,17
1926,14,14
212,12,12
178,9,9
624,11,11
2823,12,12
2157,15,15
2844,15,15
822,12,12
4777,21,21
789,13,13
649,15,15
587,16,16
2198,12,12
2792,20,20
3300,21,21
1028,14,14
1607,16,16
781,15,15
2284,16,16
595,10,10
1412,12,12
2943,19,19
596,5,5
3848,31,31
757,14,14
1895,8,8
1746,15,15
962,13,13
377,9,9
1720,17,17
587,17,17
300,12,12
1211,24,24
1225,12,12
956,11,11
382,2,2
3677,19,19
3691,21,21
2103,18,18
769,15,15
1249,15,15
562,7,7
538,12,12
1010,19,19
1452,14,14
3796,18,18
3443,21,21
3013,24,24
4214,28,28
1550,19,19
858,7,7
1936,18,18
297,9,9
485,15,15
687,11,11
2306,14,14
214,7,7
1118,6,6
1849,11,11
1856,13,13
2687,16,16
500,7,7
1086,8,8
1735,17,17
662,18,18
3004,19,19
7111,34,34
2136,10,10
2205,17,17
575,9,9
835,9,9
119,3,3
972,14,14
718,7,7
2245,12,12
3065,22,22
3440,19,19
695,8,8
1473,12,12
1678,14,14
388,9,9
1511,7,7
2221,15,15
498,6,6
946,21,21
387,5,5
808,16,16
590,12,12
5515,34,34
878,9,9
627,12,12
514,21,21
1442,15,15
307,17,17
412,9,9
3768,16,16
4813,30,30
2287,30,30
1017,15,15
560,11,11
1823,20,20
862,6,6
2528,13,13
2915,17,17
1419,7,7
2259,18,18
1421,5,5
397,8,8
6410,22,22
475,6,6
934,10,10
1612,15,15
1214,13,13
2314,19,19
751,12,12
208,11,11
1768,12,12
2822,19,19
462,2,2
972,9,9
944,11,11
1567,23,23
4647,25,25
1108,21,21
3558,17,17
1733,14,14
3325,24,24
3180,18,18
1471,13,13
9767,48,48
846,12,12
2576,12,12
3524,19,19
2692,17,17
2745,16,16
896,19,19
2297,25,25
408,7,7
3679,15,15
5821,23,23
1438,15,15
790,8,8
1569,7,7
1264,13,13
1110,8,8
679,19,19
3293,23,23
591,8,8
2535,16,16
985,12,12
1881,15,15
2297,18,18
2483,12,12
2560,27,27
1931,19,19
483,14,14
3465,11,11
391,10,10
1829,13,13
1294,14,14
1498,13,13
1063,16,16
4480,20,20
1323,21,21
298,9,9
907,11,11
233,7,7
490,6,6
1970,12,12
8044,44,44
927,3,3
3701,31,31
3789,21,21
1027,9,9
1699,7,7
2573,20,20
1423,18,18
1014,21,21
80,2,2
1979,16,16
2709,19,19
4002,30,30
620,15,15
3830,22,22
517,8,8
2739,15,15
1113,10,10
602,18,18
268,11,11
1160,9,9
629,11,11
252,5,5
986,20,20
4084,28,28
4932,20,20
1390,7,7
882,5,5
1299,21,21
3884,24,24
2409,14,14
1818,20,20
3447,12,12
1825,16,16
367,12,12
384,15,15
451,6,6
3837,20,20
1948,18,18
1096,18,18
5066,22,22
812,15,15
158,5,5
1386,7,7
328,4,4
1407,19,19
3131,20,20
2106,20,20
3522,17,17
641,12,12
1777,16,16
1037,23,23
1700,14,14
4755,27,27
144,1,1
2245,17,17
1429,26,26
389,13,13
2448,17,17
2915,24,24
792,15,15
701,12,12
1387,10,10
539,7,7
982,11,11
3172,18,18
1506,9,9
1229,15,15
3500,36,36
1722,4,4
739,13,13
875,9,9
1960,11,11
536,9,9
2331,27,27
482,9,9
2863,17,17
2306,6,6
562,12,12
195,4,4
4626,20,20
434,8,8
594,8,8
294,10,10
1222,19,19
1513,16,16
1731,20,20
1021,27,27
953,18,18
378,8,8
298,11,11
1731,11,11
3953,19,19
1062,8,8
8174,41,41
1170,15,15
986,18,18
1336,19,19
1507,11,11
569,17,17
2326,19,19
1852,13,13
4342,23,23
706,16,16
3003,20,20
1797,19,19
4412,25,25
656,10,10
1215,11,11
728,8,8
337,5,5
724,9,9
1072,16,16
1486,12,12
709,14,14
2796,10,10
1435,19,19
1180,13,13
2332,10,10
1411,25,25
834,10,10
6516,36,36
978,11,11
2096,23,23
1428,15,15
181,9,9
1350,14,14
4527,42,42
363,11,11
4542,31,31
1521,11,11
517,12,12
1254,19,19
522,7,7
724,6,6
959,10,10
481,14,14
2797,8,8
1368,10,10
3290,9,9
368,11,11
1062,22,22
3171,33,33
807,9,9
1621,14,14
3110,15,15
511,8,8
2619,14,14
1070,8,8
1934,11,11
1815,5,5
3315,17,17
1312,10,10
2930,30,30
4667,23,23
1095,12,12
3013,16,16
1409,20,20
2807,27,27
5421,26,26
433,10,10
1187,15,15
1227,15,15
1960,16,16
1461,14,14
201,4,4
1454,5,5
528,8,8
1937,12,12
456,15,15
1162,10,10
7528,27,27
1134,6,6
855,25,25
1894,15,15
1057,9,9
1288,14,14
1485,13,13
1284,9,9
979,4,4
797,6,6
1847,12,12
2385,15,15
548,12,12
1383,14,14
1009,11,11
1102,25,25
647,4,4
1403,9,9
477,15,15
1677,20,20
935,9,9
3447,13,13
4497,25,25
1082,11,11
2495,14,14
927,12,12
235,11,11
165,4,4
1706,16,16
7372,21,21
2393,12,12
912,10,10
692,3,3
1603,18,18
922,18,18
816,14,14
6038,33,33
879,8,8
319,6,6
2432,25,25
1790,9,9
285,14,14
1678,12,12
880,9,9
1621,19,19
1745,24,24
2976,21,21
828,9,9
317,2,2
978,10,10
397,10,10
595,7,7
740,13,13
2956,18,18
629,11,11
2469,15,15
1006,14,14
660,4,4
5746,18,18
4189,28,28
1497,8,8
937,14,14
3659,13,13
349,13,13
733,14,14
1058,26,26
3413,22,22
814,15,15
2153,11,11
1007,10,10
1872,11,11
1272,9,9
1580,18,18
973,10,10
1909,8,8
2006,21,21
3596,15,15
1467,16,16
177,0,0
480,7,7
1435,19,19
1838,25,25
1295,14,14
589,5,5
816,21,21
2751,19,19
1804,16,16
1359,12,12
1378,15,15
7429,26,26
681,19,19
5353,31,31
1964,16,16
5181,39,39
1476,4,4
1402,7,7
1604,12,12
334,13,13
869,22,22
1116,9,9
179,10,10
2136,19,19
5060,17,17
2831,21,21
5024,23,23
1041,11,11
5290,20,20
471,10,10
2206,19,19
3659,16,16
2002,17,17
2629,24,24
653,18,18
543,11,11
916,23,23
4371,21,21
216,4,4
3694,30,30
2190,22,22
1487,24,24
1505,8,8
1772,19,19
1202,11,11
6008,30,30
215,6,6
2524,33,33
1819,19,19
2055,20,20
1442,11,11
5583,36,36
3844,12,12
1480,21,21
1851,22,22
716,6,6
1602,18,18
1158,9,9
1300,11,11
2118,10,10
1901,10,10
1430,13,13
2121,15,15
990,17,17
1161,9,9
12174,44,44
359,12,12
218,9,9
939,20,20
4764,30,30
797,20,20
1290,9,9
669,10,10
1678,15,15
3983,15,15
764,3,3
699,6,6
2926,22,22
2464,22,22
1936,9,9
831,11,11
436,11,11
416,8,8
800,9,9
860,9,9
2269,12,12
810,13,13
1000,12,12
1455,16,16
1213,22,22
3572,10,10
1364,10,10
712,9,9
910,3,3
827,5,5
1035,8,8
1626,14,14
1936,13,13
823,14,14
2402,26,26
309,5,5
1325,6,6
241,6,6
819,16,16
1602,12,12
398,3,3
448,9,9
3730,19,19
758,13,13
2785,26,26
1517,13,13
1684,12,12
1908,18,18
1010,14,14
1663,11,11
1183,9,9
190,14,14
5711,31,31
2350,9,9
830,10,10
1424,11,11
1084,11,11
1724,22,22
383,10,10
1407,18,18
1143,27,27
2363,14,14
2010,19,19
1095,11,11
2321,12,12
2040,17,17
360,6,6
2451,21,21
2910,21,21
6750,32,32
1796,7,7
798,10,10
685,28,28
500,12,12
1100,15,15
1079,11,11
797,11,11
769,8,8
1313,24,24
2267,9,9
2733,30,30
623,8,8
3488,18,18
2364,18,18
736,9,9
1887,6,6
334,6,6
1040,5,5
599,6,6
2316,17,17
2933,17,17
2438,13,13
3418,21,21
550,10,10
3352,23,23
2211,17,17
1095,12,12
2200,7,7
1019,10,10
968,14,14
450,9,9
1822,24,24
435,11,11
523,9,9
929,11,11
1345,15,15
3144,19,19
1337,16,16
648,8,8
2562,15,15
2912,17,17
1264,9,9
2301,17,17
2365,9,9
1280,19,19
508,9,9
1745,22,22
611,3,3
7864,34,34
1120,25,25
995,12,12
1613,15,15
852,15,15
425,7,7
2103,13,13
1694,16,16
543,15,15
3719,29,29
7575,48,48
3327,16,16
444,8,8
945,12,12
2099,15,15
2113,18,18
1834,13,13
252,15,15
1938,11,11
142,8,8
1941,13,13
494,12,12
4992,35,35
8446,23,23
3355,16,16
4367,13,13
4510,38,38
1027,11,11
558,7,7
5999,22,22
2134,17,17
274,7,7
895,25,25
415,6,6
1051,9,9
4321,25,25
1982,9,9
971,12,12
1085,21,21
1996,19,19
2208,14,14
2580,13,13
1279,9,9
5871,37,37
308,17,17
363,15,15
1897,14,14
157,11,11
604,8,8
3864,15,15
8538,24,24
974,15,15
594,11,11
1732,14,14
559,13,13
2354,10,10
1696,6,6
1265,15,15
4286,13,13
4241,23,23
2019,5,5
309,9,9
1193,12,12
3439,16,16
1223,15,15
268,6,6
1227,13,13
256,9,9
4220,28,28
227,6,6
519,8,8
1013,4,4
709,7,7
731,13,13
1128,14,14
450,11,11
2551,12,12
2516,22,22
1094,8,8
3014,12,12
1707,22,22
2462,15,15
924,9,9
1094,10,10
434,7,7
291,14,14
408,10,10
564,16,16
1413,16,16
