Timesteps,Collisions,Steps Waited
1196,7,0
683,5,0
3448,11,0
479,12,0
766,14,0
6181,30,0
3495,14,0
975,9,0
695,11,0
1696,16,0
1080,9,0
659,8,0
886,11,0
1567,12,0
952,2,0
848,6,0
5218,21,0
1691,10,0
4741,14,0
1609,9,0
1949,4,0
1561,12,0
1738,11,0
4064,13,0
519,4,0
2203,7,0
1866,7,0
1015,7,0
866,7,0
4409,19,0
4918,12,0
1333,8,0
3575,15,0
3384,12,0
4073,17,0
5977,16,0
1482,6,0
1351,9,0
2023,7,0
8502,27,0
324,4,0
1074,6,0
1653,8,0
2458,13,0
1485,7,0
1098,1,0
1182,2,0
2495,14,0
1471,6,0
2624,13,0
2880,7,0
3699,20,0
6303,24,0
1383,5,0
4200,11,0
866,3,0
3271,14,0
2310,7,0
715,3,0
368,4,0
937,3,0
4028,23,0
266,5,0
1988,8,0
1831,3,0
4180,11,0
539,9,0
3054,11,0
1965,21,0
2961,10,0
2614,19,0
3008,14,0
860,4,0
2927,8,0
710,3,0
1241,15,0
1740,7,0
3137,9,0
1216,10,0
1962,6,0
371,0,0
532,5,0
1128,4,0
1365,6,0
680,11,0
1215,1,0
2170,17,0
1667,10,0
4929,15,0
810,3,0
345,1,0
3725,12,0
2137,5,0
1297,3,0
1832,17,0
2026,10,0
252,4,0
2391,10,0
1649,9,0
991,8,0
571,9,0
957,9,0
190,10,0
3741,7,0
7191,14,0
276,7,0
406,5,0
4006,18,0
4928,13,0
917,6,0
646,4,0
2582,6,0
2677,9,0
3621,27,0
2250,2,0
958,4,0
674,2,0
1466,8,0
5349,17,0
1274,3,0
1308,6,0
1860,5,0
1556,13,0
668,8,0
793,5,0
3308,12,0
1966,6,0
1515,12,0
713,2,0
272,8,0
113,0,0
810,9,0
284,7,0
1254,8,0
975,7,0
2270,5,0
1075,11,0
1631,6,0
1875,8,0
3194,10,0
4393,8,0
367,1,0
1883,10,0
1246,6,0
410,9,0
349,0,0
1927,20,0
485,4,0
693,20,0
1500,6,0
435,3,0
1279,7,0
146,1,0
184,4,0
353,3,0
2734,7,0
387,6,0
1797,6,0
1488,16,0
2329,11,0
1256,7,0
1499,8,0
689,5,0
3022,17,0
