Timesteps,Collisions,Steps Waited
3788,19,19
3159,11,11
398,4,4
714,21,21
1687,13,13
7138,29,29
7440,33,33
1497,11,11
2080,2,2
8142,30,30
2086,10,10
887,17,17
1541,14,14
3106,18,18
533,4,4
1579,8,8
1969,13,13
2208,11,11
327,7,7
1063,6,6
1283,12,12
4062,17,17
1644,9,9
1439,17,17
2731,18,18
1657,4,4
621,22,22
1690,13,13
1180,5,5
876,3,3
3281,16,16
1177,4,4
3597,14,14
164,7,7
7729,40,40
2881,19,19
372,2,2
1108,12,12
1258,7,7
1679,4,4
926,3,3
3374,21,21
560,2,2
767,11,11
3430,15,15
3359,21,21
1683,5,5
436,8,8
2908,8,8
1014,8,8
935,12,12
1772,16,16
803,11,11
333,10,10
2843,8,8
1342,13,13
279,9,9
1629,7,7
3284,25,25
4755,29,29
3505,12,12
4189,19,19
1235,3,3
444,13,13
719,7,7
2951,17,17
1853,12,12
223,5,5
412,1,1
5771,18,18
979,2,2
678,3,3
3175,6,6
2807,15,15
946,19,19
1432,6,6
812,1,1
567,5,5
1304,10,10
557,3,3
6668,29,29
4613,21,21
1303,10,10
4053,24,24
5035,29,29
1053,14,14
850,2,2
6423,33,33
295,4,4
555,3,3
2911,15,15
266,8,8
423,11,11
338,2,2
1724,12,12
474,5,5
469,9,9
2255,17,17
767,10,10
1083,6,6
2158,8,8
2512,18,18
2811,8,8
1934,14,14
801,4,4
947,9,9
3216,16,16
2083,18,18
1894,8,8
3729,10,10
562,1,1
4573,16,16
1366,12,12
2971,17,17
2626,13,13
407,11,11
1917,14,14
817,2,2
2533,9,9
1367,10,10
1187,8,8
3115,9,9
803,11,11
5889,18,18
2552,8,8
2766,13,13
3972,20,20
1464,14,14
642,2,2
4138,21,21
3360,20,20
1006,8,8
617,6,6
4189,27,27
978,11,11
707,13,13
608,4,4
3119,12,12
1085,3,3
1041,7,7
3949,8,8
2298,1,1
