Timesteps,Collisions,Steps Waited
901,14,14
811,13,13
402,11,11
712,4,4
994,10,10
653,6,6
1905,6,6
1761,9,9
891,15,15
296,2,2
1535,6,6
1131,9,9
516,4,4
1377,7,7
1098,7,7
336,4,4
861,9,9
268,7,7
1905,24,24
233,0,0
2378,11,11
2434,5,5
296,4,4
3883,28,28
1813,13,13
1136,6,6
1683,12,12
2126,4,4
1707,10,10
2180,9,9
745,10,10
2436,27,27
516,12,12
436,4,4
500,8,8
3028,24,24
1417,9,9
570,8,8
5780,21,21
2413,24,24
346,10,10
353,21,21
4185,17,17
1197,10,10
452,3,3
1566,14,14
3053,8,8
774,13,13
1030,13,13
389,6,6
3148,14,14
210,6,6
746,8,8
1893,9,9
1371,12,12
1113,28,28
489,2,2
1291,2,2
658,8,8
680,4,4
4038,16,16
2849,17,17
4171,11,11
1649,15,15
6933,15,15
4368,17,17
447,5,5
528,15,15
1509,5,5
4240,15,15
789,9,9
1532,14,14
3106,23,23
530,3,3
3205,17,17
3547,21,21
840,7,7
686,4,4
822,17,17
5344,24,24
1841,12,12
1187,4,4
3236,9,9
523,10,10
2004,18,18
2718,9,9
1421,7,7
455,4,4
652,6,6
2009,13,13
1661,4,4
770,5,5
2381,10,10
3004,18,18
238,8,8
1376,3,3
2532,12,12
2177,15,15
3576,20,20
1453,4,4
627,16,16
856,17,17
1588,11,11
317,11,11
1770,6,6
3935,18,18
2447,18,18
1526,6,6
1797,10,10
2450,12,12
5994,37,37
1544,4,4
1216,5,5
152,1,1
4513,17,17
1741,7,7
847,5,5
830,5,5
833,7,7
660,12,12
3846,24,24
3800,27,27
2923,12,12
658,11,11
290,8,8
1604,11,11
2692,22,22
3797,9,9
1211,11,11
229,3,3
1910,16,16
4927,18,18
399,1,1
3436,29,29
1602,17,17
543,6,6
1923,19,19
3391,8,8
420,15,15
3518,5,5
1564,15,15
3231,18,18
183,10,10
393,9,9
1618,12,12
452,14,14
4667,28,28
1054,10,10
1223,15,15
1049,7,7
3839,13,13
2531,14,14
1583,7,7
2866,21,21
536,4,4
1157,11,11
6256,14,14
1806,24,24
1232,11,11
698,17,17
1250,11,11
2812,22,22
1366,13,13
1691,14,14
2297,28,28
1694,17,17
3398,9,9
807,6,6
1664,16,16
2426,20,20
1413,7,7
1183,4,4
509,11,11
420,12,12
1875,11,11
1057,5,5
1458,3,3
1719,7,7
978,8,8
1190,6,6
1750,7,7
2276,23,23
2720,18,18
711,4,4
4447,19,19
2411,12,12
709,6,6
6445,12,12
1350,13,13
128,6,6
1662,22,22
513,7,7
1318,7,7
1963,6,6
1881,12,12
1579,10,10
581,5,5
473,4,4
1647,11,11
1482,18,18
2190,14,14
1600,14,14
264,0,0
495,0,0
1943,10,10
236,8,8
441,10,10
413,6,6
1355,3,3
501,3,3
2643,13,13
1358,10,10
214,13,13
5592,15,15
3769,18,18
223,2,2
833,8,8
1937,13,13
2857,8,8
789,5,5
1287,8,8
651,11,11
325,7,7
1670,3,3
388,2,2
461,6,6
2134,5,5
2861,19,19
856,12,12
1005,9,9
2211,9,9
345,2,2
339,2,2
2358,7,7
842,11,11
191,0,0
2751,19,19
1758,10,10
760,5,5
883,8,8
2305,10,10
2255,14,14
487,6,6
1426,10,10
1946,17,17
392,12,12
703,4,4
875,4,4
979,7,7
1058,4,4
3188,13,13
488,9,9
993,6,6
623,4,4
469,2,2
2216,8,8
505,10,10
5390,15,15
1456,15,15
2662,13,13
245,4,4
1697,7,7
469,9,9
2443,6,6
2309,13,13
1460,4,4
1166,19,19
156,8,8
1535,15,15
3999,28,28
1286,4,4
748,15,15
4106,19,19
3963,12,12
382,4,4
2809,12,12
2556,17,17
2286,18,18
3532,14,14
717,10,10
4907,17,17
1144,22,22
2116,6,6
4700,23,23
831,1,1
2481,13,13
2427,14,14
2159,19,19
898,21,21
469,9,9
347,8,8
2871,14,14
1379,8,8
422,8,8
4104,29,29
2416,17,17
987,9,9
1421,4,4
1091,11,11
557,11,11
587,7,7
991,6,6
843,14,14
3251,14,14
742,16,16
811,9,9
460,2,2
461,13,13
846,8,8
2615,15,15
412,13,13
833,9,9
1414,10,10
467,11,11
2459,19,19
7129,12,12
330,7,7
1350,10,10
435,5,5
219,2,2
978,4,4
1717,9,9
1919,11,11
2396,4,4
1956,16,16
527,7,7
1714,13,13
1663,12,12
3700,17,17
2094,13,13
1172,18,18
293,5,5
1602,12,12
1371,3,3
2801,18,18
937,21,21
1157,5,5
1249,11,11
566,4,4
509,15,15
2237,15,15
1073,7,7
591,5,5
1537,10,10
166,17,17
1365,2,2
5551,32,32
1201,11,11
780,7,7
1244,13,13
800,19,19
1451,12,12
3164,16,16
1163,7,7
1971,16,16
444,1,1
3678,16,16
3781,4,4
293,6,6
293,1,1
995,9,9
1420,8,8
5988,23,23
919,4,4
688,5,5
2380,17,17
5171,26,26
3509,13,13
746,12,12
1205,9,9
5492,17,17
1188,8,8
755,10,10
450,7,7
243,4,4
1442,8,8
538,9,9
1263,8,8
1819,3,3
871,7,7
558,5,5
3311,14,14
2006,20,20
558,5,5
833,20,20
2938,14,14
2460,12,12
587,6,6
1825,8,8
3121,13,13
2336,17,17
1462,15,15
3497,16,16
8115,20,20
486,7,7
1642,7,7
4152,11,11
1866,16,16
593,10,10
2954,7,7
1356,12,12
1161,12,12
2916,5,5
9765,44,44
448,9,9
857,0,0
1342,6,6
636,6,6
599,17,17
2264,15,15
1970,19,19
5145,15,15
454,3,3
4455,20,20
2994,14,14
3130,8,8
777,10,10
1395,11,11
5273,33,33
6630,40,40
6228,16,16
379,10,10
584,9,9
204,1,1
1272,8,8
206,4,4
1209,13,13
1279,4,4
5366,24,24
498,7,7
6146,31,31
1815,8,8
1815,12,12
456,4,4
2867,14,14
4598,24,24
1187,6,6
762,8,8
2471,17,17
4003,24,24
717,11,11
2008,15,15
1119,6,6
423,10,10
1966,7,7
1341,8,8
579,14,14
1326,10,10
444,2,2
1845,7,7
1097,2,2
1606,16,16
2031,12,12
2138,19,19
2007,19,19
2718,16,16
3360,17,17
6025,7,7
3224,18,18
351,6,6
2087,13,13
897,7,7
3511,17,17
519,2,2
2759,12,12
592,6,6
662,4,4
1947,17,17
424,16,16
1600,13,13
1292,11,11
3917,20,20
1070,11,11
1450,29,29
277,2,2
577,8,8
2802,21,21
282,1,1
1628,17,17
6073,15,15
2384,12,12
1696,8,8
948,3,3
742,5,5
1633,19,19
2466,2,2
3714,18,18
3032,19,19
4491,21,21
269,9,9
1055,12,12
225,1,1
464,9,9
1038,10,10
4430,16,16
1589,15,15
283,10,10
4647,16,16
1180,3,3
468,0,0
4659,13,13
4422,16,16
702,7,7
3030,21,21
2000,12,12
2906,12,12
1515,19,19
2564,15,15
2640,17,17
1346,8,8
1236,5,5
3370,8,8
173,1,1
4272,14,14
2192,5,5
3932,4,4
983,17,17
3058,10,10
2859,20,20
194,2,2
3170,12,12
990,5,5
869,2,2
854,12,12
1194,1,1
1308,10,10
241,5,5
2612,10,10
971,7,7
3736,19,19
309,3,3
1979,16,16
632,5,5
4807,20,20
1423,7,7
2443,13,13
2553,10,10
3263,14,14
1632,17,17
1105,6,6
2816,12,12
2983,16,16
1690,20,20
396,3,3
2775,16,16
1791,8,8
2332,15,15
1685,9,9
4279,20,20
5483,20,20
785,4,4
5210,23,23
738,8,8
2232,16,16
293,3,3
443,5,5
4437,11,11
1345,2,2
2339,24,24
318,23,23
3327,20,20
1826,14,14
792,3,3
2507,11,11
2538,15,15
4116,15,15
1202,4,4
356,2,2
804,10,10
2016,6,6
590,4,4
3637,19,19
1179,8,8
3583,14,14
3304,10,10
688,3,3
660,22,22
1890,12,12
2429,10,10
466,3,3
1697,24,24
2733,19,19
1930,23,23
2147,9,9
6609,40,40
1819,14,14
787,12,12
962,4,4
901,2,2
1094,16,16
672,4,4
1658,22,22
771,3,3
2572,11,11
280,5,5
1301,16,16
5327,14,14
2938,18,18
2099,12,12
1581,13,13
2871,11,11
1047,14,14
1064,8,8
174,1,1
3108,17,17
2738,13,13
218,2,2
189,5,5
7204,25,25
732,4,4
224,11,11
1571,16,16
508,15,15
2793,18,18
442,3,3
1820,19,19
778,5,5
1572,14,14
2732,19,19
1677,16,16
576,2,2
3197,13,13
1737,13,13
203,8,8
266,1,1
1494,7,7
519,10,10
428,11,11
1531,8,8
2572,20,20
301,15,15
2373,12,12
1960,6,6
1631,10,10
2984,14,14
362,3,3
855,13,13
3030,11,11
526,15,15
3578,13,13
2061,10,10
1374,11,11
502,3,3
1947,12,12
217,4,4
7775,27,27
3646,16,16
3060,18,18
959,5,5
1167,10,10
1459,18,18
417,5,5
1461,14,14
1674,13,13
3184,24,24
157,6,6
4239,18,18
2493,11,11
1276,8,8
288,5,5
394,5,5
4107,23,23
1885,6,6
590,6,6
2337,5,5
292,3,3
1294,14,14
3115,10,10
1431,9,9
1723,8,8
656,12,12
5225,17,17
496,6,6
848,4,4
1317,14,14
1043,10,10
1886,11,11
522,0,0
8881,27,27
2090,26,26
3324,13,13
343,11,11
2159,10,10
2262,12,12
2506,17,17
979,3,3
4955,15,15
406,6,6
3797,20,20
548,5,5
342,16,16
994,10,10
2045,9,9
3114,14,14
1537,8,8
4756,15,15
4013,19,19
597,10,10
905,7,7
3176,11,11
1708,12,12
641,15,15
5639,19,19
4450,19,19
7010,24,24
5353,23,23
5233,34,34
3131,16,16
841,15,15
736,13,13
7533,27,27
325,6,6
424,11,11
2447,18,18
955,5,5
410,4,4
835,10,10
1330,7,7
3797,22,22
1493,14,14
310,4,4
2506,7,7
2957,10,10
3669,17,17
1356,9,9
5289,16,16
2192,22,22
1732,7,7
344,6,6
1734,9,9
2382,11,11
7387,29,29
703,12,12
820,15,15
1114,3,3
3474,15,15
376,5,5
2586,15,15
876,6,6
320,12,12
675,3,3
430,7,7
3892,22,22
205,7,7
1561,6,6
3756,23,23
3327,14,14
616,6,6
2962,17,17
1968,13,13
3498,5,5
8128,46,46
1113,9,9
4506,10,10
200,2,2
975,4,4
3639,12,12
620,8,8
707,10,10
2666,12,12
553,3,3
157,0,0
2163,22,22
5147,21,21
1906,12,12
2716,18,18
132,3,3
634,6,6
303,11,11
1603,9,9
418,2,2
1847,6,6
879,7,7
1485,18,18
2115,3,3
1650,11,11
1180,10,10
1411,15,15
2131,8,8
683,4,4
741,13,13
950,5,5
284,9,9
3959,15,15
7299,23,23
351,3,3
2772,9,9
2192,18,18
10656,35,35
524,2,2
1874,11,11
1931,8,8
5543,31,31
1159,3,3
880,7,7
4351,15,15
2762,9,9
1194,9,9
1245,5,5
333,0,0
1747,12,12
3311,8,8
3286,15,15
1698,26,26
1922,6,6
972,13,13
898,20,20
1001,13,13
124,2,2
941,8,8
4908,33,33
3637,11,11
1247,12,12
592,7,7
2216,22,22
1565,13,13
285,8,8
1240,7,7
1331,9,9
816,8,8
2083,6,6
2360,2,2
1541,14,14
508,4,4
614,7,7
1192,5,5
3118,25,25
1637,12,12
1596,6,6
1870,6,6
1755,12,12
408,6,6
196,2,2
1653,14,14
1464,11,11
4964,11,11
3250,22,22
392,4,4
631,11,11
1988,9,9
502,5,5
3428,21,21
3509,13,13
2217,13,13
1318,7,7
1809,2,2
2228,9,9
2565,19,19
1055,16,16
2209,18,18
254,5,5
511,9,9
455,2,2
3610,23,23
871,16,16
610,14,14
993,9,9
537,3,3
