Timesteps,Collisions,Steps Waited
238,13,13
1701,19,19
1356,14,14
2889,5,5
404,4,4
2313,13,13
729,6,6
6023,27,27
4503,13,13
3871,26,26
4104,4,4
1573,7,7
3222,13,13
613,5,5
2494,8,8
1384,2,2
1956,6,6
1181,12,12
332,5,5
938,1,1
908,13,13
382,22,22
2465,17,17
1540,5,5
1129,3,3
998,10,10
2559,13,13
1152,17,17
2116,14,14
624,4,4
2090,12,12
2677,16,16
2931,6,6
387,6,6
4254,25,25
642,8,8
2991,25,25
4553,14,14
701,13,13
1427,21,21
1117,8,8
223,5,5
1762,11,11
297,1,1
1721,13,13
1868,6,6
1110,5,5
1833,10,10
1880,21,21
906,7,7
733,9,9
1622,5,5
3150,11,11
2744,9,9
2463,9,9
3280,25,25
2048,8,8
758,6,6
5099,25,25
1558,15,15
845,10,10
5287,18,18
680,9,9
3937,11,11
116,0,0
481,6,6
1195,3,3
1331,5,5
1218,23,23
1874,14,14
573,3,3
2242,11,11
740,4,4
1213,9,9
860,13,13
1258,12,12
979,6,6
3903,26,26
1370,15,15
649,1,1
1987,14,14
261,18,18
3373,13,13
1089,7,7
1200,20,20
390,5,5
1221,9,9
1277,12,12
1914,17,17
3364,11,11
2237,15,15
1323,6,6
395,5,5
1440,10,10
682,6,6
122,2,2
1908,15,15
2033,11,11
790,9,9
2425,2,2
3681,23,23
709,12,12
1707,12,12
3320,16,16
4841,27,27
340,7,7
1546,11,11
302,3,3
755,9,9
4863,11,11
8512,37,37
1686,8,8
1038,6,6
1757,20,20
6071,37,37
1625,13,13
2335,14,14
349,11,11
1856,6,6
4003,18,18
3257,18,18
449,9,9
639,8,8
1376,6,6
456,3,3
5013,30,30
282,10,10
4207,22,22
151,9,9
1946,13,13
1756,3,3
254,5,5
527,11,11
801,5,5
1119,10,10
445,17,17
992,8,8
1799,7,7
822,7,7
874,13,13
2262,10,10
2619,13,13
459,3,3
721,4,4
745,11,11
845,1,1
3128,7,7
7013,25,25
832,8,8
1643,8,8
2355,14,14
459,10,10
114,7,7
1731,8,8
301,4,4
4364,19,19
198,6,6
662,14,14
1439,11,11
2335,14,14
646,6,6
2065,15,15
3159,16,16
515,13,13
1921,12,12
1359,11,11
5449,21,21
1113,10,10
1317,12,12
194,6,6
844,7,7
362,7,7
192,1,1
3401,15,15
962,4,4
409,4,4
4543,11,11
1642,6,6
1842,11,11
414,8,8
799,22,22
226,1,1
1524,3,3
925,5,5
748,5,5
1289,4,4
5572,16,16
865,11,11
266,0,0
2341,13,13
1559,8,8
801,7,7
1586,9,9
868,8,8
4096,12,12
5317,29,29
878,9,9
732,16,16
5214,19,19
2651,23,23
2602,27,27
3075,18,18
798,11,11
1769,9,9
4446,26,26
1711,12,12
3503,21,21
2449,14,14
603,4,4
6352,22,22
336,0,0
4596,19,19
2176,10,10
1605,1,1
630,7,7
1598,8,8
945,7,7
983,4,4
987,9,9
1116,4,4
2188,16,16
968,15,15
1328,9,9
646,8,8
1934,4,4
716,2,2
979,15,15
4597,16,16
4036,10,10
1878,24,24
1116,11,11
2510,20,20
410,0,0
684,7,7
3045,18,18
197,10,10
2866,20,20
388,3,3
2730,13,13
924,8,8
923,7,7
4894,30,30
1731,13,13
3001,11,11
452,4,4
3854,13,13
473,3,3
1408,7,7
1000,9,9
1719,11,11
1553,12,12
2623,20,20
1448,3,3
2513,20,20
5646,21,21
373,8,8
2655,7,7
1971,11,11
3700,15,15
6046,16,16
3955,29,29
1702,11,11
2108,9,9
3604,9,9
1025,12,12
3676,21,21
4690,13,13
290,1,1
1759,13,13
2353,14,14
2951,16,16
2859,15,15
973,11,11
1149,3,3
4680,22,22
319,5,5
834,8,8
182,0,0
2289,10,10
1098,11,11
