Timesteps,Collisions,Steps Waited
2295,2,0
451,2,0
807,4,0
1203,7,0
1868,3,0
1821,6,0
2020,9,1
3798,17,0
999,2,0
437,4,0
1567,11,1
583,1,0
2208,6,0
7371,13,0
995,5,0
519,2,0
719,7,0
1729,6,0
4494,8,0
2406,4,1
4212,9,0
331,5,0
180,5,1
3378,7,1
2551,13,0
3630,12,0
3565,5,0
4289,9,0
7455,15,1
259,1,0
258,2,0
2499,9,0
731,5,1
733,2,0
500,0,0
2392,8,0
900,1,0
971,2,0
860,4,0
1156,7,0
794,6,0
2296,11,0
2065,9,0
3608,11,0
1633,4,0
2821,10,0
2391,7,0
3853,10,0
8692,20,0
3368,5,0
1829,1,0
786,2,0
1497,2,0
6602,13,0
1276,5,0
482,7,1
904,3,0
308,4,0
4835,18,0
1590,5,0
1156,2,0
908,10,1
409,2,0
1783,4,0
713,7,0
2184,4,0
674,5,0
1067,3,0
1760,7,0
1896,7,0
789,4,1
2378,7,1
3611,7,0
1903,5,0
286,6,0
403,4,0
265,3,0
189,4,0
1026,4,0
436,4,0
462,0,0
447,2,1
1882,3,0
674,3,1
1876,12,0
951,11,0
4980,10,0
5646,9,0
645,9,0
2818,9,0
2837,10,0
845,12,1
1946,11,1
205,0,0
510,2,0
2523,15,0
390,3,0
531,3,0
253,1,0
1516,6,0
2851,3,1
1664,10,0
1318,2,0
1873,3,0
1960,7,0
3419,9,0
1223,7,0
2211,6,0
575,6,0
3292,10,0
509,4,1
438,7,0
3042,2,0
1315,2,0
1002,6,0
513,2,0
1339,5,0
9310,20,0
947,4,0
3107,4,0
1238,6,0
2797,5,0
3192,5,0
1107,9,0
3284,6,1
2226,5,0
2368,4,0
360,6,0
2301,1,0
2296,5,0
370,5,0
1044,3,0
1513,1,0
892,2,1
1174,3,1
826,5,0
2630,10,0
467,2,0
564,3,0
2300,6,0
2387,1,0
1549,1,0
449,2,1
1471,5,0
2459,7,0
1447,3,0
826,3,0
1674,5,0
1161,3,0
1392,6,0
2508,5,0
2387,9,0
2440,6,0
1330,10,0
574,4,0
618,2,0
1526,5,0
492,6,0
2155,5,0
697,1,1
1515,6,0
1412,1,0
3441,4,0
1438,8,0
2425,7,0
2727,2,0
2617,7,0
2038,7,0
852,4,0
1686,4,0
1122,4,0
2060,10,0
961,3,0
1539,9,0
658,5,1
1354,3,0
1299,11,0
852,4,0
1314,5,0
1675,1,0
507,9,0
386,0,0
2119,4,1
1035,6,0
1819,3,0
2277,11,0
3801,13,0
531,7,1
639,2,0
3595,7,0
2190,4,0
310,6,0
395,2,0
1702,0,0
4476,18,1
503,1,0
1541,4,0
949,3,0
4204,3,0
1365,5,0
8010,5,0
1517,8,0
1436,3,0
3729,7,0
4364,8,0
1040,5,0
4714,4,0
447,2,0
2723,15,0
1688,6,0
3497,4,0
3140,5,0
2744,3,0
469,8,1
280,5,0
1400,6,0
3244,9,1
1046,5,0
461,4,0
1026,12,0
3289,8,0
430,3,0
2047,4,0
2089,4,0
6705,9,0
1555,0,0
187,1,0
142,3,0
3464,11,0
2726,4,1
3383,10,0
1348,3,0
2668,4,0
5266,5,0
4672,9,0
814,6,0
6430,13,0
5109,7,0
1127,9,0
760,6,1
2503,6,0
674,3,0
2712,10,0
2136,4,0
451,7,1
930,1,0
4722,8,1
2465,10,0
1407,3,0
542,3,0
1957,2,0
1532,5,0
165,3,0
1441,6,1
519,5,0
2771,12,0
1892,9,0
817,3,1
987,11,0
974,6,0
5710,6,0
519,3,0
1060,2,0
3024,8,0
2772,5,0
1076,4,1
347,5,0
1880,2,0
326,3,0
3397,5,0
1602,7,0
2501,2,1
3785,5,0
2604,11,1
1008,6,0
291,3,0
5397,8,1
966,5,1
1417,2,0
1372,7,0
1014,5,0
10781,17,0
4387,9,0
236,3,0
5098,8,0
1105,3,0
2030,1,1
364,2,0
3246,5,0
2083,4,0
4347,8,0
804,4,1
777,4,0
646,2,0
1283,1,0
3322,9,0
1702,9,1
2611,1,0
471,3,1
1185,4,0
756,6,0
1149,5,0
2081,6,1
294,7,0
1661,4,0
2229,11,1
501,9,1
1235,4,0
1581,4,0
1145,1,0
4159,12,0
2934,8,0
2538,8,0
1275,4,0
1814,6,0
623,4,0
7745,10,0
1104,6,0
1044,5,0
4206,7,1
679,4,0
1248,6,0
905,1,0
3325,4,0
845,3,1
2778,7,1
7445,12,0
169,2,0
973,3,0
1294,4,0
610,5,0
4324,11,0
1901,3,0
1366,0,0
1350,5,0
2457,9,0
2455,16,1
1347,2,0
617,1,0
1477,1,0
2074,4,1
1105,2,0
1088,3,0
358,2,0
2471,11,0
5333,10,0
281,5,0
1617,3,0
8380,10,0
1024,1,0
1544,2,0
2331,8,0
4425,8,1
526,1,0
2672,9,0
2363,7,0
536,4,0
382,4,0
6680,10,0
930,8,0
3439,5,0
4013,11,0
3092,16,0
1231,1,0
