Timesteps,Collisions,Steps Waited
2227,11,11
2567,8,8
568,1,1
4460,10,10
2037,2,2
1769,14,14
573,1,1
754,3,3
7234,16,16
2192,5,5
1706,3,3
11835,11,11
1388,1,1
3470,3,3
978,5,5
608,3,3
1154,6,6
4072,15,15
3680,9,9
748,7,7
2669,10,10
1439,12,12
4644,3,3
2778,11,11
2107,6,6
917,4,4
4584,2,2
1641,6,6
450,2,2
1146,6,6
2987,11,11
668,1,1
851,5,5
422,12,12
3872,6,6
3427,14,14
781,5,5
976,6,6
800,3,3
399,7,7
4850,9,9
241,0,0
2902,5,5
1545,3,3
2020,5,5
692,2,2
5125,9,9
553,0,0
1024,1,1
200,3,3
3545,13,13
3846,8,8
705,1,1
1171,3,3
1229,5,5
440,1,1
570,7,7
594,1,1
3961,8,8
4223,6,6
924,7,7
1195,4,4
325,1,1
728,10,10
1308,0,0
5545,8,8
870,6,6
447,4,4
1999,3,3
946,2,2
319,5,5
1512,6,6
1965,1,1
6425,12,12
7583,21,21
5216,9,9
1526,3,3
1619,7,7
963,3,3
2326,6,6
2318,9,9
604,0,0
2818,13,13
258,4,4
342,4,4
871,4,4
1229,3,3
1055,2,2
3521,10,10
298,0,0
557,3,3
3732,2,2
5552,8,8
3660,7,7
732,1,1
7424,4,4
1828,13,13
1828,3,3
1660,6,6
1818,7,7
178,0,0
4465,7,7
2671,10,10
1089,2,2
1428,4,4
397,2,2
1824,10,10
2045,2,2
1136,5,5
1853,8,8
530,6,6
509,3,3
569,12,12
1668,6,6
281,1,1
1666,4,4
937,2,2
251,0,0
3539,8,8
4253,2,2
3545,5,5
581,4,4
1134,3,3
700,2,2
2507,6,6
6843,15,15
5051,5,5
1401,2,2
7370,11,11
553,4,4
3926,5,5
5287,19,19
1552,10,10
141,3,3
349,3,3
615,4,4
3508,6,6
1635,6,6
1874,7,7
883,3,3
466,2,2
581,3,3
701,6,6
1967,7,7
2094,9,9
5260,14,14
1007,2,2
5236,19,19
922,4,4
1102,5,5
1542,1,1
5263,16,16
3826,7,7
1443,0,0
1171,3,3
2038,1,1
10549,11,11
710,6,6
8882,16,16
4138,9,9
1872,8,8
372,1,1
510,3,3
825,0,0
1504,0,0
1657,8,8
414,1,1
1823,4,4
1229,8,8
3743,4,4
2951,5,5
3412,6,6
2182,2,2
501,4,4
4639,12,12
1696,7,7
3194,6,6
838,4,4
4124,12,12
1306,1,1
710,7,7
4994,17,17
1248,7,7
4728,5,5
4310,7,7
1076,7,7
1067,1,1
429,1,1
362,6,6
1645,2,2
2310,6,6
1043,3,3
633,3,3
1722,5,5
241,3,3
343,2,2
1696,7,7
810,10,10
1722,1,1
1331,12,12
880,3,3
2298,0,0
3699,1,1
2890,7,7
214,0,0
1214,11,11
4622,7,7
5705,5,5
1904,6,6
357,2,2
1188,8,8
639,5,5
2137,9,9
2812,14,14
1250,6,6
2508,4,4
888,7,7
5886,9,9
2939,7,7
687,3,3
1193,4,4
1022,1,1
2160,3,3
6939,19,19
1503,10,10
3725,10,10
2029,4,4
200,2,2
4175,8,8
1577,2,2
3276,6,6
261,4,4
2333,10,10
1229,3,3
8407,15,15
840,6,6
426,8,8
1558,5,5
3809,4,4
4307,5,5
6259,7,7
1102,1,1
2631,8,8
540,10,10
511,2,2
858,2,2
1173,4,4
3008,3,3
662,3,3
2018,7,7
1037,3,3
8380,13,13
1213,2,2
1647,8,8
3181,8,8
208,0,0
7877,5,5
1647,0,0
785,2,2
1235,2,2
486,7,7
635,3,3
2010,6,6
1645,8,8
1883,7,7
2963,13,13
4459,10,10
2254,12,12
733,3,3
2402,2,2
1421,2,2
4253,5,5
10130,16,16
1842,3,3
2003,11,11
3359,7,7
6515,9,9
720,2,2
827,1,1
718,1,1
270,0,0
1397,7,7
397,2,2
899,0,0
2127,9,9
910,4,4
775,1,1
4372,3,3
2526,13,13
1456,3,3
1366,4,4
2152,3,3
1419,2,2
249,5,5
4005,5,5
1865,8,8
666,3,3
2337,4,4
336,2,2
1561,11,11
3493,3,3
674,3,3
824,5,5
2482,5,5
191,0,0
2515,3,3
984,5,5
2153,6,6
1519,8,8
928,3,3
7479,8,8
2713,12,12
1912,12,12
1942,6,6
219,1,1
1207,4,4
1745,6,6
1435,2,2
3391,7,7
1867,11,11
3203,9,9
1926,1,1
296,3,3
330,6,6
979,8,8
238,0,0
1789,4,4
8631,18,18
2129,0,0
2970,4,4
210,3,3
1892,3,3
638,2,2
2689,6,6
290,2,2
3989,14,14
1597,2,2
909,5,5
543,2,2
405,4,4
855,2,2
4182,11,11
3694,10,10
1290,2,2
1168,4,4
1631,1,1
696,5,5
2329,11,11
1289,4,4
1102,8,8
711,0,0
460,0,0
1099,0,0
4480,7,7
1112,11,11
880,2,2
1559,5,5
692,5,5
2175,10,10
1705,2,2
1110,6,6
901,7,7
326,2,2
9929,23,23
691,2,2
155,3,3
1450,3,3
920,2,2
981,5,5
652,2,2
208,0,0
3927,1,1
2650,2,2
4490,14,14
542,4,4
336,0,0
2010,2,2
4372,8,8
502,1,1
1116,7,7
2795,4,4
2121,1,1
1448,9,9
2011,6,6
1206,2,2
2845,9,9
1340,7,7
4459,6,6
731,12,12
1053,1,1
509,2,2
2977,8,8
1512,5,5
4302,8,8
898,8,8
389,0,0
260,2,2
1412,1,1
506,2,2
3065,5,5
1104,6,6
548,2,2
300,2,2
2567,7,7
2271,6,6
2441,10,10
2682,6,6
1342,8,8
1994,8,8
3463,3,3
2257,5,5
1395,2,2
