Timesteps,Collisions,Steps Waited
4795,14,14
1091,2,2
1762,9,9
10353,16,16
2099,5,5
1282,1,1
2297,8,8
962,4,4
3499,8,8
2133,10,10
2153,7,7
1156,6,6
1912,7,7
756,9,9
862,2,2
705,6,6
2148,7,7
2272,0,0
2371,6,6
932,5,5
1282,3,3
579,0,0
335,3,3
621,4,4
495,3,3
5160,7,7
8015,21,21
1020,8,8
3673,9,9
810,4,4
2041,1,1
3509,3,3
1762,3,3
1829,8,8
652,3,3
2219,2,2
3251,14,14
421,3,3
1194,2,2
1968,8,8
3356,3,3
635,1,1
380,8,8
1598,4,4
2006,12,12
361,1,1
487,1,1
577,1,1
1432,7,7
3671,8,8
2287,0,0
1742,6,6
3657,13,13
1084,5,5
809,1,1
452,9,9
1365,2,2
707,4,4
319,2,2
2283,9,9
3241,16,16
1169,4,4
1310,9,9
1169,5,5
877,5,5
365,6,6
1242,8,8
1503,6,6
1062,4,4
2978,4,4
358,4,4
688,5,5
669,2,2
1283,6,6
1791,12,12
815,11,11
807,6,6
751,1,1
1764,7,7
1019,3,3
3096,8,8
3615,7,7
4326,2,2
6077,10,10
612,6,6
545,2,2
690,1,1
681,14,14
508,2,2
2377,5,5
1418,5,5
683,3,3
245,3,3
1282,6,6
2601,6,6
386,4,4
150,1,1
839,13,13
1924,4,4
1791,8,8
4946,10,10
1471,4,4
846,4,4
2941,6,6
1488,6,6
2149,3,3
326,3,3
357,4,4
2283,5,5
3305,2,2
2910,2,2
3452,10,10
89,0,0
888,2,2
2943,2,2
1609,2,2
1098,7,7
2578,10,10
4444,6,6
846,3,3
1998,8,8
720,2,2
1536,9,9
3176,11,11
896,1,1
905,0,0
2028,6,6
220,1,1
802,1,1
2280,3,3
1509,6,6
920,1,1
295,3,3
339,4,4
1133,3,3
1864,3,3
783,1,1
333,4,4
693,2,2
405,0,0
896,7,7
3106,6,6
6107,7,7
1757,5,5
1931,4,4
786,5,5
1476,7,7
3042,7,7
7308,9,9
2475,10,10
985,7,7
855,2,2
2252,4,4
442,2,2
1235,3,3
1011,3,3
5472,6,6
690,1,1
1600,6,6
1116,11,11
1888,8,8
1042,3,3
399,3,3
2732,7,7
2321,9,9
2282,5,5
583,0,0
1886,4,4
1899,9,9
847,2,2
3037,5,5
3958,4,4
425,5,5
1543,4,4
4944,9,9
3160,9,9
407,4,4
1858,5,5
641,3,3
269,1,1
3342,4,4
658,1,1
3687,6,6
750,0,0
3445,9,9
1898,6,6
4478,7,7
1701,4,4
823,2,2
1094,9,9
411,1,1
244,6,6
254,2,2
1020,2,2
859,3,3
1251,1,1
820,4,4
3646,16,16
213,0,0
538,1,1
789,6,6
2616,6,6
335,4,4
1354,2,2
679,1,1
4042,4,4
937,11,11
1718,6,6
2495,5,5
143,4,4
4353,4,4
1413,5,5
280,4,4
1407,4,4
422,4,4
3557,7,7
2075,2,2
1490,2,2
2335,3,3
1262,0,0
1327,4,4
2549,8,8
210,5,5
4391,7,7
1480,3,3
947,1,1
1503,13,13
4203,11,11
981,7,7
830,8,8
989,3,3
2261,0,0
4203,8,8
2298,5,5
1654,7,7
5175,2,2
303,5,5
1039,3,3
856,2,2
3350,8,8
676,6,6
900,5,5
383,2,2
2016,7,7
3877,8,8
1090,3,3
3790,5,5
1736,5,5
2852,6,6
291,4,4
427,2,2
2076,7,7
1436,14,14
481,1,1
5963,13,13
825,2,2
2793,11,11
2004,10,10
5759,20,20
307,4,4
944,1,1
853,0,0
2899,9,9
318,3,3
3992,8,8
799,6,6
2173,5,5
3794,8,8
538,4,4
954,4,4
4569,9,9
3824,1,1
2072,13,13
1131,1,1
4103,10,10
2429,7,7
418,0,0
242,4,4
2387,6,6
520,2,2
1727,2,2
893,0,0
572,3,3
294,3,3
1669,5,5
622,4,4
8554,10,10
1688,7,7
3601,5,5
584,4,4
440,4,4
270,3,3
824,5,5
1050,9,9
531,2,2
4784,13,13
1610,3,3
676,1,1
2062,6,6
2513,6,6
1417,3,3
577,6,6
521,0,0
7105,8,8
742,3,3
883,0,0
733,3,3
382,0,0
2680,2,2
1368,7,7
1229,3,3
4295,14,14
791,4,4
839,1,1
452,8,8
242,3,3
702,4,4
2877,3,3
3117,5,5
155,0,0
2485,5,5
2425,6,6
341,2,2
1687,0,0
3984,4,4
1768,6,6
1513,5,5
1013,3,3
373,6,6
2247,4,4
4122,14,14
3227,11,11
705,3,3
1875,8,8
1821,4,4
998,2,2
965,3,3
2999,4,4
1205,3,3
2471,5,5
466,5,5
1469,3,3
638,5,5
846,2,2
3633,2,2
2971,10,10
728,2,2
3366,15,15
2386,4,4
2643,2,2
7780,11,11
1383,2,2
418,3,3
1255,1,1
2725,5,5
2186,1,1
219,0,0
1099,4,4
1231,1,1
206,0,0
625,5,5
3120,10,10
6987,6,6
1031,6,6
1616,9,9
1370,4,4
5238,8,8
7946,11,11
2108,6,6
300,2,2
1756,3,3
3377,11,11
1651,3,3
2268,2,2
1057,3,3
2433,1,1
2116,4,4
592,2,2
484,2,2
1324,4,4
2551,5,5
2815,2,2
3984,1,1
6888,12,12
5153,21,21
552,1,1
1533,3,3
494,3,3
4611,17,17
320,3,3
668,3,3
3767,6,6
2534,5,5
175,5,5
191,1,1
2309,3,3
2636,13,13
2752,4,4
1784,6,6
666,8,8
910,0,0
406,6,6
4780,6,6
508,4,4
1886,6,6
5225,14,14
4142,5,5
1432,0,0
1675,4,4
4261,12,12
775,8,8
4132,13,13
852,7,7
1409,2,2
3487,4,4
2362,1,1
428,5,5
8800,8,8
1021,3,3
2138,1,1
304,3,3
1348,5,5
945,2,2
875,6,6
3576,12,12
2386,7,7
564,3,3
2238,3,3
1446,3,3
1398,6,6
943,2,2
2141,13,13
703,9,9
568,4,4
689,2,2
1334,4,4
631,5,5
1477,1,1
1944,5,5
7321,8,8
1815,2,2
2170,6,6
1448,9,9
266,0,0
650,8,8
2795,10,10
3882,8,8
291,4,4
2969,8,8
252,4,4
7244,23,23
2143,3,3
1918,9,9
569,0,0
2066,8,8
423,2,2
1859,1,1
1375,2,2
1843,6,6
1446,6,6
1760,9,9
1827,5,5
520,0,0
990,1,1
379,3,3
6076,12,12
1321,7,7
1241,1,1
818,2,2
321,2,2
1434,8,8
3504,5,5
2475,3,3
1096,3,3
114,3,3
3473,4,4
487,0,0
2438,2,2
1049,7,7
4884,9,9
387,2,2
2386,6,6
896,1,1
269,1,1
4415,11,11
1427,5,5
678,6,6
2344,5,5
520,4,4
263,0,0
1822,2,2
7466,12,12
2041,6,6
1080,2,2
2612,4,4
997,1,1
5881,7,7
984,4,4
672,2,2
3533,6,6
950,5,5
4936,15,15
395,3,3
1361,0,0
4159,12,12
6217,4,4
969,5,5
2763,5,5
1666,1,1
459,4,4
1492,4,4
3444,2,2
1529,3,3
1613,9,9
331,0,0
1084,8,8
1407,4,4
468,10,10
1053,1,1
1240,8,8
1717,6,6
2051,2,2
892,6,6
3374,8,8
1263,8,8
1245,4,4
712,2,2
1332,4,4
1861,4,4
700,3,3
908,6,6
881,4,4
3548,5,5
1987,11,11
3802,10,10
328,8,8
1090,9,9
1639,4,4
3508,10,10
1553,13,13
1407,5,5
3089,11,11
902,4,4
1180,3,3
841,4,4
1874,3,3
953,11,11
631,5,5
2130,4,4
289,7,7
634,5,5
680,2,2
2939,3,3
1586,1,1
7723,6,6
633,1,1
551,3,3
613,0,0
9198,17,17
942,0,0
1467,0,0
1604,0,0
5301,12,12
2123,5,5
2075,5,5
834,3,3
1111,6,6
1302,11,11
315,4,4
2217,7,7
661,10,10
134,1,1
949,11,11
799,6,6
757,5,5
1489,11,11
560,2,2
470,5,5
624,9,9
3461,13,13
3502,15,15
355,2,2
577,2,2
1457,7,7
606,1,1
224,4,4
348,0,0
1178,3,3
