Timesteps,Collisions,Steps Waited
2593,9,0
683,0,0
2502,1,0
1988,10,0
864,3,0
528,2,0
2709,3,0
3747,2,0
1393,3,0
553,4,0
650,1,0
406,4,0
1496,5,0
1407,4,0
2363,5,0
3675,7,0
1486,3,0
1113,1,0
674,1,0
1394,4,0
2254,6,0
464,5,0
1915,11,0
359,3,0
490,9,0
1477,4,0
323,2,0
591,2,0
852,2,0
4043,6,0
484,2,0
1005,6,0
6356,11,0
2546,8,0
590,0,0
1082,3,0
5246,14,0
2278,5,0
1978,5,0
3246,11,0
226,3,0
1924,4,0
4653,7,0
1052,5,0
2697,16,0
2300,2,0
393,0,0
1747,5,0
176,0,0
4050,7,0
981,3,0
324,3,0
2082,3,0
3732,3,0
4583,5,0
891,4,0
5675,11,0
2986,8,0
1124,3,0
1502,5,0
1290,5,0
225,1,0
371,2,0
3357,2,0
482,2,0
745,2,0
966,3,0
1289,3,0
4488,8,0
1247,2,0
4886,5,0
2328,9,0
2374,7,0
3528,6,0
1268,6,0
793,3,0
676,1,0
844,3,0
579,3,0
4209,6,0
793,4,0
5237,6,0
222,1,0
2785,2,0
3672,3,0
307,6,0
487,1,0
1166,8,0
1045,2,0
4433,14,0
1069,0,0
279,4,0
2165,2,0
2126,5,0
1048,4,0
2669,6,0
2641,4,0
354,4,0
1551,0,0
304,5,0
5577,10,0
585,5,0
2147,4,0
1253,7,0
648,3,0
2537,0,0
319,2,0
732,2,0
2371,5,0
1360,1,0
139,0,0
2700,5,0
615,8,0
596,5,0
824,9,0
1367,4,0
2453,13,0
612,2,0
4343,4,0
876,4,0
868,3,0
384,3,0
4413,5,0
213,2,0
434,1,0
450,2,0
779,10,0
798,5,0
186,2,0
1022,10,0
2475,1,0
842,6,0
1506,6,0
4125,7,0
739,3,0
562,3,0
1045,6,0
3412,7,0
1631,3,0
411,4,0
7363,12,0
319,3,0
4786,6,0
295,0,0
1713,2,0
833,2,0
1782,5,0
559,2,0
2102,2,0
695,4,0
925,11,0
751,1,0
1157,4,0
1048,2,0
605,6,0
1106,5,0
1392,2,0
1486,2,0
589,6,0
1404,0,0
1589,4,0
311,3,0
2803,5,0
2151,3,0
491,4,0
2821,4,0
4475,8,0
1232,2,0
1382,4,0
2625,9,0
3845,3,0
2963,11,0
766,1,0
1859,4,0
355,1,0
593,0,0
3545,6,0
942,5,0
5548,6,0
5198,7,0
1473,5,0
469,5,0
1186,3,0
558,1,0
1303,7,0
1596,9,0
3358,5,0
5628,5,0
2129,0,0
2824,4,0
487,2,0
1445,2,0
5161,11,0
1488,3,0
1597,7,0
1488,4,0
4085,4,0
5091,6,0
2222,9,0
1045,0,0
1890,7,0
1874,3,0
880,5,0
1378,6,0
1063,4,0
1061,3,0
2514,4,0
87,0,0
291,4,0
1764,8,0
677,3,0
1530,2,0
3257,6,0
1155,9,0
569,7,0
1513,1,0
1631,7,0
1317,2,0
243,2,0
1192,9,0
906,1,0
844,0,0
748,4,0
411,1,0
2855,6,0
4346,7,0
2973,2,0
444,0,0
1202,3,0
5430,6,0
153,4,0
2118,4,0
2351,8,0
377,0,0
2509,9,0
992,4,0
1210,0,0
1317,4,0
1057,5,0
8428,15,0
302,2,0
1064,0,0
7441,9,0
5106,9,0
1024,5,0
2097,5,0
2781,10,0
5335,15,0
3817,13,0
2748,9,0
3300,5,0
673,3,0
7401,11,0
2053,4,0
2524,3,0
581,1,0
4732,8,0
1388,3,0
1558,1,0
1016,0,0
190,2,0
2383,5,0
3913,9,0
493,5,0
139,3,0
515,3,0
343,5,0
359,3,0
1716,1,0
572,3,0
903,4,0
2576,5,0
935,1,0
1102,2,0
1056,2,0
1353,5,0
1232,3,0
1706,4,0
2227,3,0
163,0,0
659,2,0
4873,7,0
417,3,0
2411,2,0
1307,3,0
1005,4,0
483,2,0
1141,4,0
1510,6,0
1649,7,0
3035,2,0
221,4,0
2072,3,0
2577,2,0
1664,0,0
1140,10,0
536,10,0
619,5,0
6473,4,0
1736,2,0
1624,5,0
2703,7,0
835,6,0
939,5,0
261,3,0
995,0,0
1017,3,0
1132,0,0
865,5,0
1239,3,0
946,1,0
1385,1,0
1490,3,0
1903,3,0
1413,9,0
3450,6,0
826,2,0
1605,4,0
1221,7,0
3938,11,0
1212,1,0
1886,2,0
2661,8,0
3687,6,0
738,1,0
1926,4,0
1696,4,0
5542,13,0
1333,1,0
785,3,0
3594,5,0
1555,4,0
2014,5,0
4990,1,0
3040,7,0
902,2,0
3526,8,0
3841,7,0
1493,2,0
1165,1,0
3591,4,0
502,2,0
5030,7,0
322,3,0
370,4,0
3990,9,0
2076,2,0
2072,8,0
3620,5,0
2996,2,0
3377,3,0
2767,2,0
1558,5,0
1381,5,0
2180,3,0
3291,2,0
1609,5,0
909,0,0
502,2,0
2640,5,0
931,3,0
754,3,0
1620,5,0
4654,9,0
1506,6,0
2709,5,0
6875,5,0
4972,7,0
1093,3,0
414,2,0
449,3,0
435,3,0
2693,10,0
2938,3,0
2155,3,0
4556,6,0
713,1,0
1067,7,0
2892,7,0
346,4,0
643,3,0
1210,1,0
387,3,0
2184,3,0
1929,5,0
2976,4,0
2278,7,0
3127,1,0
1710,6,0
2887,5,0
2258,3,0
128,1,0
1267,3,0
978,4,0
1040,5,0
3103,3,0
214,4,0
651,6,0
2104,4,0
449,0,0
1770,3,0
1519,4,0
955,4,0
1828,3,0
267,0,0
2219,5,0
236,0,0
1546,7,0
241,3,0
344,1,0
1421,4,0
3762,6,0
393,5,0
3832,7,0
587,0,0
3488,1,0
753,1,0
1217,1,0
2624,2,0
1449,2,0
1272,7,0
793,2,0
3017,3,0
1442,10,0
4717,7,0
408,0,0
434,5,0
1749,1,0
1985,2,0
2596,6,0
572,4,0
380,2,0
