Timesteps,Collisions,Steps Waited
174,1,1
4928,2,2
773,2,2
2370,8,8
670,2,2
1905,6,6
3404,5,5
904,4,4
1514,4,4
3222,12,12
1939,5,5
1032,7,7
748,6,6
249,4,4
108,0,0
6869,6,6
494,2,2
1257,2,2
776,5,5
467,3,3
295,6,6
1087,10,10
2289,7,7
2178,8,8
654,1,1
2497,11,11
547,2,2
842,5,5
732,0,0
451,1,1
577,4,4
3215,9,9
1984,10,10
354,0,0
1903,6,6
170,3,3
2029,7,7
3681,6,6
709,1,1
223,0,0
363,6,6
1086,7,7
3747,8,8
3569,5,5
713,1,1
1599,5,5
1465,3,3
631,6,6
2767,7,7
1661,7,7
641,5,5
1499,2,2
1640,8,8
465,3,3
3027,6,6
497,5,5
803,3,3
831,5,5
1632,6,6
750,4,4
1155,1,1
2102,7,7
4915,11,11
914,5,5
780,6,6
2670,16,16
920,4,4
818,3,3
1380,2,2
2707,4,4
4557,18,18
3277,11,11
3948,10,10
3260,9,9
628,4,4
1986,4,4
368,0,0
513,4,4
987,2,2
2709,2,2
4270,3,3
1058,1,1
1229,1,1
905,2,2
663,5,5
1627,5,5
1615,9,9
2316,15,15
842,5,5
632,3,3
3024,2,2
2401,15,15
1901,6,6
1150,11,11
525,3,3
1076,5,5
381,2,2
1984,4,4
1153,8,8
3666,8,8
1194,8,8
684,4,4
3470,9,9
1653,1,1
3984,10,10
1696,6,6
3325,19,19
1856,5,5
2776,4,4
7057,12,12
504,5,5
3400,3,3
1153,1,1
1770,4,4
3921,11,11
2248,1,1
1806,7,7
4208,9,9
440,3,3
235,1,1
2819,13,13
380,3,3
1736,12,12
1459,4,4
329,4,4
972,2,2
1316,8,8
4015,16,16
3020,5,5
3588,5,5
461,6,6
482,3,3
4494,8,8
3489,11,11
817,4,4
4535,11,11
2072,9,9
781,2,2
2714,7,7
3386,10,10
2771,10,10
1957,5,5
3040,8,8
481,4,4
1602,0,0
841,6,6
1543,4,4
1351,3,3
1271,2,2
4284,7,7
784,2,2
3380,0,0
1753,6,6
2771,3,3
327,1,1
1841,4,4
146,5,5
3820,9,9
2205,10,10
2197,4,4
3717,9,9
3680,11,11
3301,9,9
3137,4,4
238,5,5
2622,4,4
2445,1,1
255,3,3
1470,11,11
5469,10,10
881,3,3
1572,3,3
1662,2,2
673,0,0
596,2,2
488,6,6
2633,4,4
1670,6,6
943,2,2
303,2,2
3361,5,5
8477,21,21
1169,5,5
4590,5,5
1404,4,4
5126,14,14
3064,4,4
1010,11,11
2417,1,1
592,4,4
1375,12,12
486,1,1
4078,4,4
902,0,0
1935,5,5
1194,5,5
1438,8,8
1480,12,12
1211,5,5
209,1,1
1472,7,7
2058,2,2
549,6,6
1039,9,9
3501,4,4
4542,10,10
2950,6,6
221,6,6
543,7,7
2192,11,11
301,2,2
3859,7,7
493,10,10
511,5,5
941,5,5
2050,4,4
2502,5,5
529,1,1
667,2,2
451,5,5
246,5,5
599,1,1
1205,7,7
728,6,6
589,1,1
1768,0,0
4409,3,3
739,4,4
428,4,4
272,1,1
2948,6,6
2331,5,5
300,4,4
262,4,4
1663,1,1
223,4,4
9549,18,18
1940,6,6
4317,10,10
1210,0,0
516,2,2
1892,9,9
1300,7,7
2405,11,11
135,1,1
7369,13,13
1041,3,3
1227,0,0
1831,6,6
221,4,4
4926,15,15
3659,21,21
2018,2,2
2404,5,5
3353,12,12
3557,5,5
2035,5,5
496,2,2
1937,5,5
437,7,7
482,2,2
1932,5,5
5397,10,10
731,12,12
631,6,6
1611,4,4
2061,1,1
5378,4,4
2543,1,1
2430,5,5
2410,6,6
680,2,2
1474,4,4
1292,4,4
6395,7,7
1509,4,4
2612,6,6
1894,5,5
1420,0,0
705,8,8
2011,10,10
922,2,2
1450,4,4
4781,10,10
2845,7,7
2226,3,3
1492,8,8
4291,6,6
911,6,6
1430,8,8
1220,1,1
975,8,8
1048,1,1
2619,6,6
1941,8,8
438,3,3
1050,2,2
568,3,3
874,6,6
571,5,5
418,0,0
658,4,4
504,3,3
398,6,6
5966,3,3
1514,3,3
1020,6,6
3850,7,7
836,1,1
14000,15,15
2315,13,13
4628,10,10
385,2,2
904,5,5
4408,13,13
464,6,6
1902,0,0
1206,0,0
6170,4,4
1911,3,3
1780,1,1
451,6,6
827,3,3
533,4,4
3512,2,2
1955,10,10
285,4,4
1373,4,4
413,3,3
1916,3,3
996,9,9
265,6,6
507,1,1
1058,5,5
1539,5,5
529,0,0
2221,9,9
2229,7,7
176,3,3
3503,8,8
728,6,6
3701,14,14
3730,6,6
798,3,3
296,7,7
798,9,9
1007,6,6
616,5,5
1462,4,4
3700,7,7
417,3,3
878,3,3
2681,7,7
2467,1,1
1705,1,1
1326,6,6
1600,2,2
3269,8,8
597,3,3
4642,7,7
685,0,0
1181,5,5
585,3,3
4827,9,9
4720,8,8
2192,8,8
722,4,4
1004,0,0
1276,4,4
2093,7,7
333,4,4
4965,7,7
173,3,3
604,2,2
376,6,6
3413,12,12
1345,2,2
519,5,5
5740,0,0
1049,2,2
4758,20,20
1753,5,5
2337,1,1
5723,9,9
2896,5,5
2431,4,4
497,2,2
6965,15,15
1116,3,3
2419,4,4
976,5,5
1664,2,2
1657,5,5
1150,0,0
724,2,2
431,1,1
175,4,4
1823,3,3
513,6,6
527,2,2
444,3,3
1143,0,0
2691,13,13
1254,2,2
539,3,3
2306,11,11
154,1,1
694,2,2
1392,4,4
1268,8,8
1535,10,10
2370,5,5
7171,26,26
310,3,3
889,5,5
418,8,8
456,2,2
1677,5,5
907,4,4
282,3,3
4244,11,11
1283,5,5
2802,8,8
2483,3,3
2346,4,4
411,0,0
1735,3,3
1041,3,3
1906,8,8
618,4,4
2695,7,7
4357,6,6
757,3,3
1817,2,2
656,2,2
1861,8,8
3130,10,10
629,9,9
5154,14,14
247,5,5
1020,5,5
224,5,5
1693,8,8
1313,1,1
1352,8,8
2081,2,2
1199,1,1
422,9,9
1138,4,4
519,5,5
362,3,3
1909,7,7
821,3,3
1771,8,8
2861,5,5
2629,4,4
2267,2,2
957,4,4
2488,7,7
1197,5,5
1446,10,10
386,4,4
810,3,3
2585,1,1
2732,15,15
1145,1,1
464,3,3
767,5,5
896,8,8
1827,1,1
3462,3,3
2251,2,2
3059,6,6
765,3,3
1926,4,4
1169,1,1
880,2,2
2565,12,12
563,10,10
1149,2,2
2322,2,2
4412,12,12
652,2,2
1598,8,8
3973,9,9
848,8,8
1854,5,5
537,6,6
334,1,1
2481,1,1
1317,5,5
2928,2,2
1440,4,4
2666,4,4
1330,0,0
595,4,4
4390,15,15
811,1,1
1242,3,3
1370,7,7
4611,4,4
2562,15,15
292,1,1
400,1,1
254,7,7
1242,0,0
136,4,4
555,5,5
1006,3,3
2447,1,1
3022,4,4
4402,9,9
5363,12,12
1656,4,4
1336,7,7
1461,3,3
3317,9,9
3458,11,11
970,0,0
1247,6,6
1274,5,5
8319,17,17
2807,9,9
252,4,4
1356,5,5
347,5,5
288,2,2
2099,13,13
2747,10,10
1095,8,8
2367,2,2
4124,10,10
3858,8,8
3188,3,3
238,5,5
860,4,4
2304,8,8
11532,27,27
2136,9,9
1373,0,0
2937,6,6
182,0,0
3409,10,10
3626,13,13
3485,4,4
749,8,8
2624,7,7
4239,3,3
1889,7,7
258,2,2
1207,4,4
248,0,0
2101,3,3
659,3,3
2014,18,18
2058,8,8
7595,23,23
1330,11,11
119,3,3
577,1,1
2417,8,8
640,2,2
367,0,0
2548,2,2
8158,10,10
1256,1,1
359,1,1
1620,1,1
205,2,2
3363,4,4
5098,7,7
5931,9,9
840,2,2
700,6,6
1770,7,7
2444,5,5
3283,11,11
2690,5,5
6543,14,14
1433,3,3
5258,12,12
5746,4,4
3820,8,8
913,11,11
3518,2,2
1959,9,9
1303,8,8
665,2,2
642,9,9
2589,3,3
1007,2,2
1176,3,3
