Timesteps,Collisions,Steps Waited
693,3,0
1481,5,0
2006,4,0
3503,3,0
2041,2,0
556,4,0
1126,2,0
1388,2,0
3096,7,0
2650,3,0
3060,2,0
1869,6,0
167,0,0
1126,0,0
278,3,0
470,3,1
613,3,0
587,1,0
3037,14,0
5726,8,0
2798,12,0
654,1,0
923,0,0
2332,3,0
3065,6,0
147,2,0
1163,5,0
3477,12,0
1033,0,0
571,1,0
1603,2,0
2474,0,0
1152,5,0
4158,4,0
1408,4,0
583,1,0
1364,6,0
258,6,0
2148,8,0
375,2,0
2147,1,0
5975,14,0
936,9,0
662,2,0
1273,2,0
802,5,0
2629,3,0
8302,11,0
1281,4,0
1722,4,0
1146,1,0
6568,9,0
2081,3,0
750,7,0
2998,7,0
323,1,0
2162,0,0
552,4,0
1838,2,0
2108,10,0
2289,3,0
5235,8,0
7203,19,0
7764,9,0
490,8,0
2908,8,0
3573,4,0
2397,1,0
2656,5,0
1021,4,0
1025,4,0
9964,19,0
263,3,0
2808,9,0
6211,7,0
965,8,0
1061,9,0
2136,2,0
194,1,0
1594,5,0
549,4,0
1233,4,0
1124,11,0
1122,4,0
638,5,0
1030,5,0
4507,11,0
1943,6,0
1112,10,1
4861,17,0
1825,1,0
1280,5,0
531,5,0
275,0,0
1318,2,0
1844,6,0
2978,7,0
3056,6,0
9527,17,0
2351,7,0
3501,6,0
2273,6,0
2280,4,0
1252,9,0
587,4,0
897,4,0
2517,7,0
1465,2,0
1346,2,0
4943,17,0
859,1,0
378,5,0
556,0,0
2730,4,0
743,1,0
2793,8,0
4041,11,0
208,3,0
167,2,0
581,3,0
1327,3,0
1295,4,0
580,5,0
1893,7,0
1564,3,0
935,2,0
4303,7,0
343,2,0
430,2,0
795,1,0
276,1,0
504,10,0
3436,4,0
632,4,0
527,3,0
1854,7,0
1039,7,0
1229,4,0
1816,1,0
211,1,0
388,1,0
1567,7,0
611,2,0
1875,1,0
1273,3,0
1080,2,0
1735,5,0
6553,15,0
4318,9,0
594,6,0
516,10,0
826,5,0
223,1,0
2015,4,0
1242,10,0
891,5,0
2908,3,0
656,7,1
833,5,0
6641,13,0
786,7,0
858,6,0
1353,5,0
4874,7,0
3415,4,0
766,0,0
1348,6,0
671,4,0
1435,6,0
568,4,0
357,1,0
958,2,0
1897,5,0
1631,3,0
1532,8,0
1474,1,0
1518,8,0
3790,5,0
242,2,0
1474,3,0
5632,11,0
1787,0,0
697,4,0
562,2,0
4581,14,0
3334,3,0
194,1,0
1082,3,0
740,2,0
2171,4,0
3039,7,0
2896,3,0
1303,4,0
1111,2,0
3857,7,0
3572,2,0
1385,1,0
513,3,0
966,1,0
1436,3,0
3031,5,0
3557,3,0
907,6,0
396,4,0
4613,4,0
1138,6,0
2293,5,0
4686,13,0
2531,3,0
472,4,0
1813,5,0
801,6,0
3425,4,0
247,5,0
211,3,0
1738,4,0
2945,10,0
1282,2,0
937,4,0
5800,7,0
6958,21,0
655,5,0
692,3,0
343,1,0
1893,6,0
763,4,0
2685,6,0
1224,10,0
3647,4,0
1492,0,0
3399,7,0
551,4,0
248,1,0
1557,0,0
166,1,0
2404,7,0
919,3,0
1133,3,0
3883,8,0
472,12,0
3690,9,0
2151,2,0
435,1,0
4817,11,0
7407,24,0
800,7,0
220,1,0
2220,5,0
1165,2,0
2360,13,0
1994,4,0
656,5,0
646,4,0
301,2,0
2726,12,0
1512,0,0
1836,1,0
2517,2,0
813,5,0
3680,19,0
235,4,0
1443,4,0
1401,6,0
1518,4,0
831,8,0
3757,8,0
3703,4,0
2872,2,0
2487,6,0
2245,4,0
185,3,0
1265,5,0
2902,4,0
4741,1,0
1182,1,0
796,10,0
1718,3,0
1421,14,0
3017,11,0
1722,0,0
1183,2,0
1968,5,1
1165,3,0
672,3,0
4020,10,0
286,1,0
768,3,0
283,2,0
1024,8,0
250,2,0
1808,3,0
1001,1,0
2976,6,0
1180,1,0
258,1,0
603,2,0
1254,2,0
1763,3,0
1905,14,0
2223,5,0
3216,6,0
765,0,0
2498,7,0
806,4,0
5191,8,0
1302,7,0
765,6,0
1125,3,0
6406,23,0
1641,1,0
1758,6,0
1501,3,0
1290,4,0
1505,5,0
731,6,0
739,1,0
1288,4,0
4326,15,0
1882,10,0
162,0,0
2477,1,0
2910,8,0
3228,4,0
1097,1,0
1107,5,0
809,8,0
298,1,0
2389,5,0
1705,3,0
587,2,0
3600,6,0
501,2,0
2861,3,0
1497,8,0
1432,0,0
1105,4,0
538,1,0
933,4,0
772,8,0
1274,4,0
242,2,0
976,3,0
1704,7,0
1794,2,0
419,1,0
3086,11,0
4199,4,0
450,1,0
701,9,0
624,5,0
8875,7,0
1022,5,0
457,1,0
812,3,0
2357,4,0
1119,4,0
734,4,0
263,2,0
364,6,0
1985,9,0
1554,3,0
911,4,0
4040,7,0
1670,6,0
1267,6,0
3161,3,0
1530,6,0
931,4,0
755,3,0
1457,5,0
2718,8,0
932,6,0
2031,5,0
1256,6,0
3143,4,0
2346,5,0
1188,3,0
673,4,0
803,3,0
418,0,0
614,3,0
1376,2,0
519,5,0
426,1,0
1137,4,0
423,1,0
1607,3,0
338,6,0
4631,6,0
185,1,0
2989,6,0
1385,1,0
1868,5,0
1546,8,0
3797,5,1
567,2,0
1198,3,0
3615,7,0
1678,4,0
3468,6,0
1361,4,0
2724,4,0
674,5,0
519,4,0
810,4,0
3138,13,0
3266,4,0
2305,4,0
753,5,0
2972,5,0
763,1,0
1511,1,0
1073,0,0
5232,4,0
154,1,0
577,3,0
1382,1,0
860,2,0
980,5,0
325,4,0
1317,2,0
2861,4,0
1358,2,0
2029,4,0
707,1,0
1260,5,0
951,5,0
2190,2,0
3874,7,0
4647,15,0
3442,8,0
2085,5,0
3625,5,0
1109,3,0
1906,4,0
284,2,0
2415,7,0
492,2,0
965,1,0
874,5,0
2067,6,0
464,4,1
718,3,0
3126,9,0
1419,10,0
934,3,0
2205,6,0
1712,10,0
669,6,0
3267,4,0
3115,9,0
717,1,0
5765,4,0
822,6,1
773,3,0
1154,11,0
1479,5,0
972,1,0
401,1,0
376,1,0
6917,1,0
614,1,0
1738,5,0
513,3,0
139,1,0
3768,6,0
1872,6,0
3010,8,0
5135,11,0
1161,1,0
4411,13,0
3019,1,0
834,4,0
373,3,0
454,1,0
5151,15,0
3079,3,0
2669,6,0
2037,5,0
2688,4,0
1937,5,0
2483,5,0
969,3,0
938,7,0
1384,11,0
467,1,0
2985,6,0
796,2,0
2659,9,0
707,2,0
