Timesteps,Collisions,Steps Waited
921,9,9
754,9,9
5060,17,17
1464,8,8
1597,6,6
2585,8,8
643,1,1
690,13,13
481,5,5
296,7,7
263,1,1
365,5,5
244,5,5
3069,5,5
679,8,8
675,3,3
548,2,2
4586,7,7
2729,6,6
2108,10,10
483,5,5
423,4,4
1366,6,6
2257,10,10
616,5,5
1821,16,16
1103,10,10
1927,4,4
3451,18,18
2383,10,10
375,4,4
5557,11,11
1176,8,8
889,11,11
811,9,9
1128,3,3
2271,5,5
1953,11,11
1286,6,6
1424,5,5
4979,11,11
881,1,1
1976,10,10
1798,10,10
1433,4,4
373,5,5
1281,5,5
1204,5,5
2910,10,10
5474,8,8
2205,7,7
1026,7,7
905,9,9
5345,17,17
1577,14,14
1132,8,8
1620,8,8
3403,10,10
4682,9,9
1867,5,5
346,6,6
1290,2,2
1077,6,6
2583,10,10
1853,14,14
535,2,2
3104,9,9
994,2,2
2327,9,9
709,1,1
1009,5,5
733,0,0
230,1,1
3451,11,11
4068,8,8
2015,16,16
2798,6,6
3751,16,16
2635,9,9
2012,5,5
1636,8,8
490,8,8
435,9,9
1748,2,2
692,8,8
427,4,4
2026,0,0
1251,5,5
1205,8,8
1665,8,8
590,3,3
932,6,6
2584,6,6
2570,8,8
352,0,0
1171,3,3
1906,9,9
1598,5,5
883,7,7
1392,5,5
1853,9,9
1060,3,3
2577,4,4
2588,3,3
465,11,11
1443,2,2
3735,10,10
1109,5,5
3197,17,17
300,6,6
2071,2,2
649,7,7
540,1,1
1337,10,10
7002,27,27
1880,5,5
2739,12,12
125,0,0
1099,4,4
5548,17,17
927,4,4
326,1,1
911,1,1
4046,4,4
1658,8,8
3888,4,4
7130,14,14
755,1,1
1546,3,3
1602,4,4
2324,5,5
282,6,6
605,3,3
906,6,6
1504,4,4
722,6,6
219,4,4
3672,10,10
157,10,10
687,7,7
613,7,7
2987,6,6
1309,5,5
1979,7,7
632,2,2
365,1,1
680,16,16
3881,10,10
1482,7,7
217,3,3
1422,11,11
724,7,7
1935,7,7
1365,9,9
1197,7,7
1386,4,4
1008,3,3
1058,0,0
528,8,8
1107,4,4
842,5,5
6736,16,16
3695,9,9
462,6,6
2613,3,3
5620,7,7
1970,4,4
1802,9,9
2344,5,5
522,3,3
5188,13,13
1621,3,3
1373,6,6
1102,7,7
500,9,9
4186,9,9
303,4,4
1724,4,4
2081,9,9
6015,22,22
4683,15,15
1187,12,12
727,1,1
3023,10,10
