Timesteps,Collisions,Steps Waited
613,7,7
940,3,3
1711,0,0
692,5,5
1208,2,2
716,7,7
1293,5,5
2637,2,2
1299,2,2
1197,1,1
1422,1,1
2466,6,6
673,5,5
2587,8,8
1664,5,5
701,5,5
3623,11,11
535,0,0
7659,11,11
2507,16,16
175,0,0
4135,15,15
865,9,9
1164,3,3
271,1,1
3922,11,11
1369,9,9
1931,12,12
4973,7,7
172,4,4
389,1,1
1440,5,5
476,0,0
978,4,4
608,5,5
1030,1,1
8751,8,8
278,1,1
170,2,2
144,2,2
1352,9,9
4228,4,4
528,0,0
1299,5,5
1358,7,7
2746,8,8
3323,5,5
675,2,2
302,0,0
1174,1,1
3706,4,4
5926,4,4
2109,1,1
1866,5,5
3472,9,9
1057,4,4
3436,13,13
4455,10,10
1287,5,5
1671,6,6
3480,7,7
1869,3,3
5328,8,8
4069,7,7
2262,5,5
685,2,2
6305,6,6
4029,5,5
2892,5,5
1420,2,2
4895,12,12
1044,9,9
4170,12,12
1238,3,3
87,3,3
504,1,1
1340,4,4
4827,15,15
472,0,0
1752,6,6
142,0,0
1150,4,4
576,7,7
2080,2,2
2361,4,4
366,5,5
1770,1,1
1885,10,10
1513,5,5
475,1,1
1987,9,9
643,0,0
1862,2,2
1041,5,5
2776,5,5
728,2,2
953,2,2
4334,6,6
1067,1,1
2822,9,9
126,3,3
1237,3,3
3469,9,9
2453,4,4
3252,2,2
1024,4,4
910,1,1
3026,7,7
4775,12,12
4703,14,14
10260,16,16
732,3,3
358,7,7
1151,2,2
552,0,0
707,9,9
5639,9,9
2477,8,8
942,3,3
1597,6,6
1596,2,2
2370,7,7
2769,4,4
1402,6,6
977,3,3
266,1,1
3794,10,10
5689,11,11
1697,2,2
1054,7,7
1153,6,6
3899,16,16
468,4,4
312,0,0
355,1,1
1747,0,0
123,0,0
171,4,4
444,0,0
7839,8,8
2879,9,9
309,2,2
6859,12,12
1912,4,4
2889,10,10
735,9,9
1116,1,1
1306,7,7
3224,3,3
4874,12,12
639,1,1
1981,7,7
2033,9,9
9464,18,18
2986,5,5
511,2,2
300,4,4
1413,5,5
1709,17,17
1066,4,4
409,4,4
200,2,2
812,3,3
1087,7,7
1348,3,3
751,1,1
4233,9,9
184,0,0
3208,6,6
5764,21,21
572,2,2
2341,8,8
910,1,1
2150,6,6
902,2,2
1350,2,2
465,0,0
2577,6,6
1055,2,2
1158,2,2
2853,14,14
6815,10,10
1366,3,3
2195,8,8
1617,2,2
1403,2,2
906,1,1
6370,7,7
1815,6,6
447,1,1
598,3,3
393,2,2
2467,2,2
2106,5,5
8217,16,16
1116,10,10
1390,13,13
191,0,0
1537,2,2
2204,5,5
1222,5,5
257,0,0
673,4,4
1681,5,5
3012,5,5
1496,6,6
2174,3,3
465,3,3
2257,6,6
292,3,3
1334,0,0
1968,6,6
2108,3,3
2654,4,4
596,3,3
2327,3,3
2098,15,15
2691,9,9
786,0,0
324,1,1
4344,4,4
2095,4,4
3457,3,3
2329,3,3
1071,1,1
203,0,0
518,0,0
247,0,0
818,2,2
1171,4,4
5113,24,24
334,5,5
1551,3,3
2964,10,10
2477,7,7
3166,11,11
2569,9,9
1140,3,3
539,0,0
2192,5,5
1935,6,6
4335,11,11
2419,8,8
1843,5,5
2100,5,5
672,6,6
1796,6,6
772,7,7
877,9,9
624,0,0
2510,3,3
2356,7,7
4456,5,5
720,3,3
792,4,4
2686,5,5
672,3,3
295,0,0
1382,3,3
1007,6,6
522,4,4
1712,1,1
553,1,1
859,4,4
387,1,1
2016,5,5
3338,0,0
413,4,4
6210,15,15
816,2,2
220,0,0
1382,10,10
210,2,2
1350,1,1
7850,18,18
7607,13,13
2270,6,6
1851,6,6
1825,2,2
686,3,3
2732,3,3
752,3,3
1734,4,4
264,3,3
275,1,1
950,4,4
332,0,0
2392,11,11
1219,3,3
844,2,2
968,6,6
1222,1,1
1010,6,6
3350,4,4
331,1,1
1022,0,0
1534,3,3
1548,6,6
6404,19,19
1023,7,7
841,4,4
827,4,4
435,1,1
446,4,4
1233,2,2
1698,3,3
4786,5,5
1414,5,5
900,0,0
570,2,2
2204,2,2
743,2,2
505,7,7
1192,2,2
872,10,10
528,4,4
289,2,2
895,4,4
5088,4,4
388,1,1
738,5,5
1718,9,9
2098,9,9
2089,5,5
1464,5,5
1114,2,2
980,2,2
1349,6,6
2545,7,7
329,2,2
535,0,0
920,2,2
770,2,2
2116,11,11
1484,7,7
1114,5,5
2121,2,2
652,3,3
2750,13,13
4936,10,10
1191,2,2
1864,2,2
756,2,2
2862,8,8
2963,7,7
1706,6,6
698,4,4
341,2,2
3009,13,13
2065,0,0
1790,3,3
1757,2,2
1528,13,13
2044,7,7
1824,3,3
892,2,2
2518,2,2
755,2,2
2226,4,4
1212,0,0
3415,3,3
648,2,2
690,3,3
1990,3,3
807,8,8
790,6,6
2102,21,21
4156,12,12
1234,0,0
2575,10,10
594,1,1
3788,13,13
128,1,1
3012,7,7
479,1,1
947,2,2
952,5,5
6573,11,11
478,0,0
3077,2,2
2104,8,8
953,3,3
3851,6,6
1267,8,8
874,4,4
256,4,4
578,8,8
753,5,5
570,1,1
2841,2,2
612,1,1
1151,1,1
5656,7,7
834,9,9
1960,4,4
2414,6,6
5812,8,8
547,0,0
523,5,5
324,4,4
301,3,3
571,1,1
1799,2,2
658,1,1
505,0,0
501,2,2
7598,11,11
1146,5,5
2636,4,4
347,5,5
1750,3,3
1781,6,6
276,2,2
