Timesteps,Collisions,Steps Waited
2045,59,59
194,10,10
1317,39,39
1177,37,37
820,23,23
3189,107,107
2914,78,78
633,22,22
1152,28,28
1958,49,49
890,25,25
427,15,15
613,10,10
1141,35,35
4369,151,151
317,13,13
2674,76,76
397,22,22
336,8,8
143,8,8
1830,62,62
5486,180,180
643,20,20
1784,46,46
1353,33,33
2513,63,63
890,22,22
887,36,36
1784,51,51
626,12,12
2188,81,81
1060,36,36
790,25,25
117,6,6
2232,69,69
1089,39,39
837,27,27
3465,81,81
1839,59,59
1214,35,35
954,30,30
773,15,15
1018,30,30
2402,71,71
2820,89,89
480,12,12
363,14,14
587,18,18
1037,38,38
1494,50,50
241,7,7
3295,105,105
854,18,18
270,6,6
1755,45,45
249,10,10
2825,70,70
526,19,19
1829,52,52
684,22,22
1911,54,54
762,22,22
2563,82,82
1565,45,45
595,21,21
1942,65,65
1547,52,52
1062,35,35
1470,42,42
429,19,19
2303,80,80
349,9,9
3473,99,99
430,9,9
2919,87,87
855,25,25
3518,114,114
1707,53,53
517,13,13
998,31,31
3058,94,94
281,5,5
1853,62,62
8725,250,250
5763,152,152
1403,37,37
3250,95,95
727,21,21
1488,55,55
1746,60,60
357,13,13
995,31,31
290,7,7
209,6,6
1405,46,46
1679,50,50
1076,35,35
1190,32,32
1837,50,50
8032,274,274
4532,131,131
382,14,14
1912,50,50
285,9,9
482,16,16
326,10,10
3554,103,103
5427,149,149
1844,60,60
1254,34,34
728,22,22
875,25,25
2331,65,65
558,16,16
2623,73,73
953,29,29
350,12,12
1151,24,24
792,24,24
1357,38,38
3504,104,104
716,15,15
2317,71,71
4325,120,120
8454,254,254
617,22,22
1539,61,61
2991,92,92
2240,53,53
571,28,28
1215,40,40
1575,47,47
5349,184,184
851,25,25
804,26,26
356,16,16
4582,149,149
889,25,25
3485,107,107
877,23,23
514,12,12
606,12,12
908,36,36
3232,93,93
967,36,36
2180,45,45
1763,59,59
395,12,12
2734,68,68
957,31,31
2397,76,76
645,16,16
1207,36,36
4264,113,113
9616,295,295
1441,39,39
3101,86,86
1513,45,45
1034,33,33
2065,66,66
1432,43,43
2259,79,79
234,5,5
6404,214,214
1801,51,51
2069,57,57
2645,93,93
2070,70,70
1529,60,60
824,23,23
849,28,28
751,26,26
1183,50,50
2259,72,72
718,12,12
4473,136,136
3503,92,92
944,31,31
782,29,29
1169,26,26
1304,42,42
3658,103,103
606,23,23
1253,42,42
846,29,29
101,2,2
1257,42,42
1810,59,59
462,17,17
1335,39,39
1600,40,40
1568,52,52
540,16,16
3044,87,87
672,21,21
730,33,33
14117,421,421
3236,88,88
4231,126,126
2627,70,70
484,15,15
1995,71,71
2897,90,90
1783,51,51
2505,75,75
2629,85,85
1083,31,31
1927,46,46
3265,83,83
1726,43,43
1083,29,29
2752,81,81
1462,44,44
163,4,4
1762,42,42
2257,52,52
522,16,16
3158,102,102
1100,24,24
1112,37,37
1350,34,34
6791,192,192
748,15,15
3322,114,114
3400,90,90
1264,42,42
430,15,15
1508,36,36
1069,30,30
9258,282,282
4849,158,158
3766,102,102
914,29,29
2433,77,77
428,18,18
428,17,17
3747,110,110
2339,70,70
440,13,13
1057,34,34
336,8,8
264,3,3
1276,32,32
505,10,10
709,28,28
5733,153,153
215,6,6
1762,44,44
1851,66,66
2175,72,72
851,27,27
1906,60,60
1745,59,59
700,16,16
1097,34,34
2084,57,57
811,22,22
603,22,22
1831,50,50
2204,56,56
254,8,8
4144,126,126
1594,43,43
1034,31,31
1442,43,43
3051,98,98
5746,174,174
2449,71,71
7696,215,215
1465,37,37
1717,54,54
937,28,28
852,24,24
109,4,4
5955,169,169
1429,38,38
5557,172,172
7526,224,224
1663,41,41
5196,160,160
2097,56,56
7373,221,221
463,14,14
2673,65,65
683,24,24
3325,98,98
7665,227,227
1941,68,68
3551,106,106
963,29,29
2372,69,69
1044,28,28
419,12,12
2107,57,57
1034,28,28
567,14,14
609,19,19
1076,30,30
1552,53,53
3427,89,89
2234,66,66
7308,229,229
1244,44,44
4871,134,134
1246,32,32
1011,22,22
523,19,19
6251,172,172
1457,44,44
3212,106,106
1906,50,50
961,24,24
8126,248,248
2117,78,78
593,18,18
421,8,8
2288,77,77
4083,123,123
254,7,7
4942,151,151
1759,53,53
2733,76,76
858,24,24
417,9,9
1534,54,54
173,7,7
726,19,19
2230,64,64
2007,63,63
1131,29,29
464,8,8
601,15,15
871,17,17
4240,115,115
1136,32,32
518,12,12
859,28,28
818,25,25
3123,102,102
2766,68,68
4821,138,138
824,21,21
1337,44,44
2336,82,82
2973,92,92
6973,208,208
4143,133,133
4530,155,155
895,24,24
3855,103,103
576,22,22
429,16,16
1014,23,23
1875,61,61
324,8,8
1294,27,27
2752,80,80
910,31,31
2370,66,66
2371,74,74
370,12,12
734,28,28
877,23,23
1064,36,36
503,10,10
1277,33,33
569,15,15
678,12,12
1264,40,40
876,21,21
1411,41,41
1635,50,50
578,15,15
342,15,15
594,11,11
3128,86,86
1980,48,48
2960,86,86
808,21,21
501,14,14
2798,66,66
2974,91,91
4053,115,115
1666,53,53
5050,147,147
2369,76,76
1335,39,39
1912,51,51
547,13,13
1897,71,71
966,30,30
396,14,14
2016,61,61
1610,51,51
1342,34,34
555,12,12
738,26,26
1564,45,45
6765,202,202
463,10,10
1768,54,54
2105,56,56
861,27,27
510,20,20
864,20,20
2744,91,91
3831,120,120
364,15,15
665,15,15
1130,36,36
1468,53,53
3398,105,105
1896,50,50
1432,38,38
283,5,5
286,12,12
1953,54,54
2078,68,68
1808,43,43
1476,43,43
769,22,22
1120,37,37
11892,333,333
246,8,8
1677,56,56
1628,50,50
259,9,9
1503,54,54
375,8,8
2170,56,56
2093,62,62
182,8,8
213,5,5
5535,163,163
400,12,12
2904,86,86
2450,89,89
2199,60,60
1274,41,41
2036,69,69
3644,105,105
388,16,16
2472,77,77
8335,261,261
822,26,26
1628,61,61
1305,36,36
522,15,15
678,19,19
7001,221,221
3410,109,109
2346,78,78
1049,33,33
292,15,15
1660,52,52
911,23,23
630,18,18
715,18,18
3353,114,114
217,7,7
2794,82,82
4582,118,118
2752,79,79
240,7,7
1786,46,46
1293,49,49
3914,121,121
1504,41,41
1871,58,58
2932,88,88
1106,20,20
3522,100,100
2796,83,83
928,20,20
3278,117,117
1591,42,42
2810,96,96
4862,140,140
2183,58,58
173,8,8
1960,54,54
506,9,9
2920,85,85
1834,56,56
4330,124,124
227,8,8
1671,50,50
2161,72,72
702,24,24
147,6,6
1874,45,45
2404,70,70
1450,50,50
419,12,12
2686,83,83
374,11,11
236,10,10
1368,43,43
2221,71,71
1893,64,64
983,28,28
3062,89,89
900,38,38
466,16,16
8327,238,238
254,12,12
603,15,15
686,25,25
6439,202,202
3423,114,114
907,28,28
136,3,3
1261,33,33
3406,110,110
7605,220,220
360,12,12
1521,43,43
1850,63,63
1887,51,51
2226,65,65
450,11,11
3830,107,107
1766,52,52
3265,109,109
1786,56,56
179,2,2
2762,76,76
521,15,15
539,7,7
1012,29,29
856,23,23
438,11,11
403,14,14
2907,77,77
2333,87,87
507,20,20
961,24,24
7061,228,228
770,30,30
183,5,5
6356,197,197
290,13,13
2869,109,109
1426,41,41
2221,60,60
899,29,29
900,28,28
207,5,5
3525,108,108
2036,69,69
1959,61,61
1980,60,60
1716,61,61
408,14,14
6604,184,184
933,34,34
2646,68,68
8696,281,281
3650,96,96
781,20,20
2633,66,66
907,27,27
1082,24,24
303,13,13
1528,49,49
1278,36,36
805,25,25
2953,80,80
3319,102,102
2593,55,55
541,14,14
436,15,15
1512,64,64
535,15,15
2444,68,68
371,8,8
4396,117,117
635,23,23
961,25,25
3022,78,78
1886,70,70
5077,173,173
4821,143,143
633,21,21
1492,43,43
166,5,5
1678,51,51
2787,80,80
5350,143,143
1911,72,72
9648,279,279
849,26,26
1037,22,22
514,19,19
912,30,30
2701,74,74
1054,30,30
1152,31,31
2484,77,77
666,27,27
1442,47,47
514,14,14
1010,36,36
4793,141,141
1257,29,29
511,20,20
3378,96,96
1126,42,42
420,15,15
481,17,17
1009,23,23
1123,33,33
2722,73,73
104,2,2
517,13,13
1767,56,56
1389,35,35
3251,92,92
1256,43,43
778,24,24
2589,83,83
2877,75,75
1260,41,41
324,11,11
781,13,13
422,11,11
2412,64,64
1457,43,43
1038,35,35
6533,178,178
1935,49,49
2666,81,81
884,17,17
363,8,8
2900,102,102
843,24,24
1260,33,33
1315,44,44
483,21,21
2884,92,92
1775,46,46
1148,38,38
229,6,6
1307,42,42
3199,117,117
3974,133,133
1602,55,55
1212,40,40
471,18,18
3800,95,95
939,34,34
537,15,15
2306,77,77
2649,91,91
540,19,19
817,34,34
1605,41,41
1579,48,48
2370,85,85
849,23,23
155,5,5
313,11,11
444,19,19
2954,105,105
2374,78,78
764,21,21
1569,47,47
458,20,20
1768,52,52
1662,43,43
6844,204,204
1897,54,54
2528,69,69
514,18,18
825,26,26
3109,82,82
1887,43,43
3848,114,114
627,16,16
2520,104,104
783,33,33
257,11,11
2402,70,70
2183,60,60
6883,219,219
2613,79,79
1498,38,38
2465,72,72
300,12,12
1826,57,57
3939,116,116
515,10,10
2322,70,70
593,15,15
1905,52,52
4684,138,138
8328,247,247
4431,133,133
2415,93,93
1286,56,56
1219,34,34
648,26,26
