Timesteps,Collisions,Steps Waited
2568,50,50
1513,32,32
1535,23,23
3724,71,71
2594,51,51
851,18,18
975,21,21
1316,40,40
1202,26,26
1421,31,31
2646,49,49
2067,39,39
2311,45,45
1004,26,26
2610,57,57
1624,40,40
968,11,11
3852,77,77
1392,27,27
2107,41,41
2894,51,51
1200,17,17
2200,39,39
1222,29,29
4874,106,106
2213,40,40
925,14,14
563,8,8
269,5,5
1321,26,26
1258,26,26
586,11,11
1992,40,40
472,14,14
2351,50,50
1172,34,34
377,6,6
7124,120,120
4686,90,90
1290,26,26
2259,44,44
1371,47,47
796,19,19
2175,47,47
3275,66,66
898,24,24
208,6,6
537,9,9
1392,27,27
294,8,8
1423,34,34
2248,47,47
959,27,27
765,13,13
1662,22,22
1189,27,27
3291,62,62
1730,34,34
456,13,13
843,21,21
7379,131,131
263,4,4
1025,19,19
2265,49,49
1982,34,34
1006,22,22
304,9,9
4912,110,110
1311,23,23
762,14,14
4053,94,94
3896,81,81
2102,57,57
2705,65,65
379,10,10
1834,31,31
3126,69,69
10792,219,219
1124,21,21
1291,33,33
4257,89,89
1847,37,37
2482,67,67
1371,27,27
517,5,5
2065,46,46
429,9,9
1773,40,40
2022,33,33
3341,76,76
917,12,12
1032,29,29
3637,62,62
912,16,16
1239,23,23
1058,28,28
1298,30,30
946,16,16
3378,69,69
4081,95,95
2730,65,65
179,9,9
938,24,24
1717,35,35
511,10,10
3748,67,67
1954,27,27
518,6,6
165,3,3
442,8,8
685,16,16
517,11,11
2989,52,52
470,13,13
1740,45,45
464,8,8
1812,45,45
2115,37,37
3667,62,62
2693,53,53
363,7,7
611,11,11
1296,30,30
2569,47,47
1832,35,35
3176,62,62
498,12,12
714,15,15
1369,24,24
1546,30,30
340,3,3
2940,53,53
1459,26,26
2483,43,43
2240,51,51
1595,38,38
1051,23,23
3032,60,60
440,5,5
3592,75,75
4578,86,86
603,11,11
740,13,13
1004,20,20
1014,21,21
1480,32,32
592,13,13
6090,114,114
1458,27,27
3342,56,56
2676,50,50
1318,23,23
1433,32,32
1972,36,36
200,3,3
600,13,13
731,10,10
846,17,17
769,18,18
1340,34,34
747,19,19
1548,26,26
1771,38,38
282,6,6
3687,75,75
526,5,5
188,5,5
699,14,14
2650,39,39
365,8,8
771,25,25
805,16,16
703,18,18
2986,64,64
5653,126,126
1665,35,35
7108,142,142
535,4,4
831,18,18
2017,39,39
281,9,9
1407,21,21
1623,39,39
1577,35,35
5804,108,108
4345,101,101
2100,53,53
2011,35,35
599,10,10
1326,18,18
8448,164,164
1588,36,36
1319,27,27
449,10,10
1420,18,18
1102,21,21
1377,31,31
5843,131,131
7595,162,162
685,18,18
2689,44,44
132,1,1
772,25,25
273,8,8
358,7,7
3404,57,57
584,8,8
3337,70,70
492,12,12
1270,22,22
1331,24,24
967,26,26
4425,88,88
3525,60,60
4677,93,93
167,5,5
1481,27,27
189,3,3
1686,38,38
1366,26,26
4635,103,103
2598,57,57
294,8,8
1805,30,30
5514,88,88
291,8,8
1776,35,35
966,24,24
518,10,10
857,26,26
230,6,6
393,4,4
378,8,8
5609,109,109
1356,28,28
534,7,7
716,13,13
4280,94,94
163,4,4
1610,31,31
1087,24,24
5708,122,122
235,2,2
2562,38,38
1568,40,40
2849,49,49
3948,94,94
2148,45,45
195,7,7
3089,63,63
1000,15,15
577,6,6
1612,33,33
5190,106,106
2835,74,74
1149,16,16
6128,123,123
1549,28,28
2468,49,49
2314,48,48
222,6,6
250,5,5
3644,66,66
204,2,2
1581,28,28
263,3,3
973,22,22
2178,49,49
1658,36,36
3731,71,71
10496,182,182
1996,30,30
849,16,16
200,6,6
2459,36,36
1592,30,30
195,1,1
2333,53,53
5094,106,106
1669,30,30
238,2,2
1314,26,26
2110,37,37
2272,52,52
2777,61,61
2669,49,49
8392,176,176
1292,22,22
2000,34,34
3016,63,63
255,2,2
3329,57,57
334,7,7
5367,139,139
978,15,15
230,3,3
541,8,8
1568,32,32
521,9,9
1586,27,27
2548,52,52
2081,42,42
4384,96,96
2422,51,51
1614,29,29
1516,39,39
348,6,6
163,2,2
867,14,14
1197,25,25
595,18,18
1269,27,27
1774,37,37
1238,28,28
1118,24,24
303,5,5
1094,23,23
1432,25,25
986,17,17
3119,68,68
670,13,13
2736,58,58
867,13,13
2178,48,48
2113,39,39
1252,23,23
2436,51,51
1813,28,28
589,17,17
1903,35,35
1039,16,16
2332,43,43
676,14,14
844,22,22
632,16,16
3467,63,63
1088,23,23
802,19,19
959,20,20
1075,27,27
205,4,4
1866,41,41
1470,37,37
3669,76,76
1033,23,23
432,10,10
689,16,16
2824,45,45
1749,32,32
3188,75,75
2255,56,56
554,14,14
3815,65,65
2554,43,43
1682,29,29
1719,41,41
2326,49,49
1622,30,30
1986,45,45
1360,32,32
915,31,31
1334,21,21
1938,38,38
2053,39,39
562,8,8
4595,100,100
2050,50,50
1122,35,35
328,6,6
2752,49,49
1727,30,30
364,3,3
309,3,3
518,9,9
717,11,11
729,18,18
719,11,11
1336,23,23
4011,76,76
409,4,4
630,15,15
1307,31,31
2211,47,47
616,11,11
281,4,4
2655,54,54
715,15,15
304,8,8
384,7,7
5641,112,112
670,5,5
758,19,19
1407,30,30
2918,63,63
3732,92,92
2386,50,50
1109,24,24
610,12,12
2124,39,39
449,9,9
1593,29,29
560,13,13
995,30,30
1996,26,26
733,19,19
1016,19,19
3292,75,75
690,10,10
4182,88,88
2075,37,37
2054,41,41
977,16,16
779,19,19
1125,20,20
1996,43,43
397,8,8
2036,41,41
437,6,6
693,12,12
572,13,13
294,0,0
6600,150,150
882,29,29
1226,24,24
143,5,5
1026,23,23
110,4,4
1439,31,31
712,11,11
520,10,10
3091,62,62
494,7,7
1484,37,37
283,6,6
355,5,5
2016,39,39
2143,37,37
5457,111,111
1834,35,35
1043,26,26
5942,131,131
1190,26,26
1350,24,24
1113,15,15
479,9,9
829,19,19
1980,28,28
513,16,16
2244,47,47
552,4,4
1751,31,31
695,13,13
122,3,3
578,13,13
203,7,7
852,31,31
5055,89,89
4273,73,73
329,6,6
1796,23,23
476,8,8
366,8,8
664,16,16
552,7,7
278,3,3
1058,21,21
7812,159,159
688,17,17
3688,84,84
2600,55,55
1321,28,28
815,29,29
1252,22,22
613,13,13
536,14,14
1225,18,18
548,7,7
5260,109,109
960,16,16
934,13,13
2065,39,39
1575,24,24
1842,32,32
1107,21,21
4634,83,83
3451,65,65
1478,18,18
3219,64,64
650,14,14
2030,35,35
2378,48,48
1978,36,36
829,13,13
6268,132,132
2364,49,49
2244,50,50
384,7,7
550,9,9
512,8,8
1417,26,26
9043,172,172
2209,54,54
1499,37,37
810,15,15
775,18,18
2158,35,35
468,5,5
757,27,27
1370,48,48
581,17,17
2738,40,40
274,2,2
848,17,17
454,12,12
1329,26,26
222,4,4
697,13,13
1789,38,38
1329,28,28
3229,62,62
3880,81,81
1854,36,36
4972,91,91
337,8,8
458,5,5
769,17,17
1504,23,23
1143,29,29
2936,62,62
2097,53,53
866,17,17
1220,20,20
395,9,9
353,7,7
281,7,7
5261,119,119
668,10,10
6901,142,142
2180,64,64
1863,49,49
4726,94,94
4977,125,125
974,21,21
1239,21,21
1207,25,25
596,15,15
2128,32,32
1626,38,38
207,2,2
3467,64,64
1728,33,33
1416,27,27
2045,39,39
1410,42,42
625,13,13
1020,10,10
857,14,14
872,11,11
542,12,12
1903,35,35
1030,20,20
2298,53,53
971,24,24
1315,21,21
6493,140,140
920,10,10
3557,66,66
1558,32,32
521,11,11
1186,21,21
352,11,11
1662,37,37
1985,39,39
978,26,26
1129,18,18
1212,32,32
2213,45,45
1584,34,34
690,13,13
2304,41,41
353,12,12
1523,29,29
2002,50,50
757,16,16
444,6,6
477,10,10
1939,46,46
769,15,15
2815,60,60
3497,67,67
494,10,10
1623,37,37
1869,35,35
2849,55,55
574,14,14
407,10,10
970,15,15
2483,60,60
709,11,11
4071,79,79
814,14,14
1610,26,26
472,7,7
956,15,15
4638,90,90
3881,82,82
940,27,27
5789,114,114
947,15,15
1056,23,23
2690,51,51
4129,83,83
1574,39,39
2434,47,47
1727,38,38
751,19,19
2128,47,47
1232,27,27
138,3,3
611,17,17
3138,63,63
2158,39,39
3322,72,72
718,10,10
2856,50,50
1606,31,31
974,21,21
2233,64,64
431,7,7
790,19,19
457,11,11
529,10,10
1002,17,17
2412,50,50
371,7,7
3180,75,75
4897,91,91
903,17,17
1535,26,26
1221,20,20
595,8,8
2349,47,47
627,7,7
5965,126,126
870,16,16
3080,65,65
363,5,5
1013,18,18
1439,35,35
461,14,14
562,9,9
2674,61,61
1168,29,29
4676,99,99
1576,38,38
2223,42,42
1684,31,31
977,15,15
2499,52,52
2123,40,40
705,18,18
3687,93,93
530,8,8
559,14,14
1080,17,17
3889,86,86
1115,22,22
2390,42,42
416,13,13
1859,37,37
2822,41,41
1876,36,36
2109,45,45
599,16,16
1353,20,20
549,16,16
2666,44,44
1502,34,34
4903,99,99
1483,27,27
1925,48,48
2654,58,58
155,4,4
813,17,17
8780,175,175
9001,177,177
667,13,13
1580,38,38
2311,46,46
1814,42,42
2108,44,44
1342,30,30
4127,88,88
2619,59,59
1305,28,28
4893,113,113
1246,28,28
567,11,11
268,6,6
1295,24,24
1662,34,34
6609,124,124
459,8,8
1924,42,42
2711,47,47
5181,99,99
586,6,6
1110,29,29
4296,75,75
3861,64,64
1131,19,19
1471,27,27
554,12,12
1792,35,35
3392,61,61
1058,18,18
565,14,14
1797,37,37
177,1,1
483,12,12
3819,76,76
873,26,26
3388,74,74
1045,21,21
1206,24,24
543,9,9
4490,82,82
630,8,8
1789,43,43
2317,51,51
2480,52,52
3813,81,81
592,11,11
1843,29,29
4580,98,98
931,24,24
2779,57,57
2439,49,49
2561,47,47
2053,51,51
552,12,12
1299,27,27
1091,21,21
1175,22,22
1081,25,25
1825,35,35
1157,25,25
388,7,7
2540,49,49
474,16,16
1217,17,17
981,19,19
1005,13,13
963,21,21
640,18,18
915,30,30
825,13,13
492,10,10
193,8,8
7643,170,170
193,4,4
1468,29,29
792,14,14
3050,62,62
2124,40,40
828,28,28
3060,64,64
1802,49,49
1326,25,25
5698,107,107
746,11,11
864,15,15
150,3,3
584,11,11
997,14,14
1627,33,33
2313,45,45
1545,26,26
1945,38,38
938,21,21
844,14,14
1238,25,25
747,18,18
1039,26,26
1697,37,37
3394,70,70
1961,45,45
1128,32,32
1182,26,26
2965,55,55
1324,31,31
1381,23,23
1331,32,32
1183,24,24
703,16,16
2075,44,44
2994,63,63
840,15,15
2436,56,56
2316,53,53
3193,72,72
947,23,23
1508,19,19
819,18,18
910,14,14
208,4,4
854,24,24
1995,49,49
1938,50,50
449,11,11
2553,51,51
3449,67,67
3002,42,42
2629,58,58
1081,20,20
2174,31,31
746,16,16
1967,39,39
1398,37,37
289,5,5
914,17,17
911,17,17
7426,157,157
372,13,13
1337,27,27
3778,75,75
5928,111,111
1343,34,34
1262,33,33
1370,21,21
2225,36,36
1663,38,38
2524,68,68
2003,39,39
469,9,9
2262,41,41
872,14,14
656,19,19
453,8,8
4350,90,90
497,8,8
1818,38,38
5922,113,113
483,10,10
1358,33,33
571,14,14
1891,36,36
1119,17,17
326,5,5
3689,65,65
8280,175,175
4651,91,91
2623,51,51
926,19,19
5474,91,91
1111,19,19
2969,64,64
333,7,7
1120,17,17
965,22,22
1618,41,41
677,16,16
477,13,13
624,16,16
3545,67,67
2964,63,63
518,11,11
959,21,21
2961,61,61
976,17,17
600,14,14
1873,43,43
949,20,20
1831,30,30
2076,39,39
3278,59,59
311,6,6
2667,60,60
852,21,21
3927,82,82
1400,25,25
3228,63,63
2062,29,29
1800,37,37
652,15,15
277,7,7
1313,30,30
486,14,14
1434,28,28
1174,28,28
580,16,16
757,13,13
3794,80,80
2386,48,48
704,14,14
5784,122,122
1116,24,24
767,15,15
4927,106,106
612,16,16
737,17,17
965,10,10
5831,101,101
967,24,24
357,6,6
707,17,17
584,9,9
1213,28,28
407,6,6
913,15,15
389,6,6
1158,29,29
1373,24,24
671,17,17
431,9,9
1048,20,20
2907,68,68
5874,126,126
3769,67,67
133,3,3
3283,76,76
1364,30,30
543,11,11
232,11,11
1270,23,23
2133,38,38
1399,27,27
1904,35,35
5496,102,102
438,14,14
1161,19,19
1709,24,24
2982,70,70
1287,30,30
4336,75,75
1641,35,35
1189,34,34
2769,46,46
2426,49,49
944,19,19
1742,27,27
822,21,21
1107,24,24
492,7,7
622,15,15
514,9,9
679,12,12
948,19,19
1082,18,18
255,4,4
1929,40,40
2387,44,44
1313,30,30
866,10,10
869,18,18
1203,37,37
397,9,9
1199,22,22
951,22,22
869,14,14
4413,93,93
2196,46,46
1098,25,25
485,6,6
1264,31,31
898,20,20
397,8,8
1506,29,29
732,10,10
322,7,7
735,13,13
485,13,13
881,13,13
3709,68,68
2283,48,48
7739,140,140
7614,138,138
1808,30,30
1325,32,32
467,9,9
415,7,7
5047,91,91
1206,27,27
913,20,20
1289,22,22
1789,47,47
299,1,1
1268,32,32
2709,53,53
258,7,7
836,11,11
3751,77,77
187,2,2
1397,37,37
518,14,14
1164,21,21
336,3,3
2513,50,50
2840,57,57
1452,30,30
