Timesteps,Collisions,Steps Waited
1527,68,68
1098,59,59
1003,40,40
1221,67,67
2932,145,145
845,44,44
1029,57,57
3997,184,184
512,29,29
1302,49,49
1227,66,66
1024,60,60
1455,78,78
1782,99,99
961,54,54
3759,182,182
1036,50,50
1480,70,70
4757,242,242
2125,109,109
200,12,12
454,27,27
2179,125,125
1700,98,98
1628,73,73
631,30,30
486,23,23
805,41,41
5647,283,283
1299,73,73
2955,128,128
1108,55,55
1347,58,58
665,36,36
503,27,27
263,12,12
7268,349,349
2001,117,117
1144,46,46
1619,87,87
3733,166,166
1337,66,66
993,42,42
293,13,13
1538,71,71
235,17,17
1984,99,99
1615,88,88
5607,268,268
762,37,37
1211,59,59
3532,175,175
1471,74,74
4892,239,239
1439,85,85
3301,192,192
5946,306,306
1435,78,78
2030,102,102
1628,92,92
2317,131,131
629,34,34
3035,159,159
888,46,46
1787,98,98
2861,141,141
471,23,23
4555,236,236
1869,105,105
1446,74,74
4965,252,252
2146,114,114
558,20,20
5033,254,254
1374,64,64
4114,202,202
1087,59,59
462,17,17
1002,53,53
1447,79,79
535,30,30
7152,359,359
325,22,22
2933,161,161
5353,295,295
4605,210,210
480,21,21
304,13,13
656,34,34
4020,199,199
4128,199,199
498,33,33
503,27,27
4710,214,214
1238,56,56
1290,75,75
986,54,54
4519,246,246
1306,72,72
1245,52,52
345,14,14
1227,43,43
2771,143,143
310,11,11
3766,220,220
524,28,28
304,20,20
1499,82,82
1561,81,81
769,41,41
253,11,11
3937,195,195
604,31,31
1151,52,52
555,23,23
1009,49,49
959,46,46
764,28,28
1701,87,87
637,36,36
802,35,35
382,19,19
1040,54,54
1013,58,58
364,15,15
1835,98,98
1146,54,54
2952,124,124
1062,45,45
1639,78,78
1091,62,62
479,29,29
6442,309,309
1554,82,82
1503,61,61
1247,62,62
548,25,25
317,12,12
352,16,16
2404,145,145
8543,427,427
4317,192,192
1132,58,58
186,13,13
2432,120,120
979,51,51
925,50,50
1683,79,79
277,9,9
572,30,30
1353,77,77
525,28,28
2986,161,161
994,48,48
3867,207,207
1452,76,76
1348,76,76
1346,68,68
948,52,52
1865,90,90
712,33,33
7484,375,375
1927,98,98
2236,118,118
601,17,17
1093,49,49
1545,92,92
2291,110,110
1041,49,49
1480,88,88
1089,41,41
3101,143,143
678,36,36
1108,67,67
2390,114,114
718,22,22
1777,84,84
1671,92,92
4299,229,229
858,60,60
1880,73,73
3719,194,194
1012,64,64
2303,109,109
407,15,15
2930,156,156
539,24,24
3927,200,200
1789,83,83
1659,93,93
310,13,13
904,42,42
915,47,47
273,9,9
777,45,45
467,19,19
999,49,49
1514,79,79
2355,116,116
3142,150,150
4165,214,214
2543,124,124
815,36,36
1162,69,69
227,7,7
879,38,38
2545,125,125
296,11,11
625,36,36
2396,115,115
1445,77,77
1513,77,77
1776,90,90
3026,137,137
3427,180,180
3104,167,167
783,50,50
3168,175,175
282,11,11
1428,81,81
604,24,24
1642,84,84
4818,220,220
1552,75,75
2894,158,158
1851,111,111
2034,94,94
411,22,22
1665,80,80
1753,92,92
3317,179,179
389,21,21
612,32,32
1799,92,92
1041,46,46
2538,130,130
712,28,28
756,36,36
2492,116,116
531,21,21
2769,121,121
2046,110,110
824,33,33
4224,223,223
2562,124,124
3301,163,163
3876,183,183
692,32,32
667,35,35
875,48,48
363,26,26
698,39,39
1477,66,66
2707,144,144
4252,210,210
1291,57,57
4007,207,207
1371,72,72
2436,142,142
4805,235,235
655,31,31
2663,154,154
223,13,13
647,35,35
1654,86,86
1010,53,53
517,23,23
2349,101,101
2124,121,121
708,44,44
379,20,20
2091,82,82
631,33,33
2757,138,138
602,33,33
464,22,22
1280,60,60
371,21,21
1059,48,48
2076,117,117
1592,77,77
2406,140,140
1479,81,81
2104,108,108
3632,190,190
326,16,16
2694,137,137
650,30,30
2346,115,115
544,22,22
1948,92,92
1368,68,68
529,26,26
347,16,16
903,59,59
600,33,33
563,28,28
4425,206,206
648,28,28
4671,272,272
1173,63,63
657,34,34
964,60,60
4434,226,226
646,34,34
2252,107,107
2436,114,114
453,19,19
5461,271,271
418,24,24
1893,91,91
5338,269,269
2487,118,118
1229,61,61
4225,209,209
4842,244,244
2340,140,140
510,24,24
2980,156,156
5293,276,276
1764,85,85
2718,137,137
459,20,20
789,42,42
3784,192,192
667,26,26
970,34,34
2769,120,120
477,22,22
1911,95,95
334,19,19
2183,110,110
1254,61,61
2615,121,121
1320,64,64
2363,142,142
1684,78,78
972,52,52
2759,140,140
2220,119,119
686,37,37
1829,108,108
4358,185,185
385,29,29
2155,100,100
294,15,15
911,53,53
2493,99,99
591,33,33
