Moves,Collisions
348,51
547,128
144,170
447,242
202,278
437,346
255,416
155,468
201,501
284,587
276,651
360,712
651,776
207,841
323,895
231,950
197,1036
349,1120
264,1172
225,1214
356,1267
252,1335
381,1390
330,1450
533,1515
592,1598
428,1661
1182,1773
159,1832
